psgc_code,name,submun,city,province
137404015,Blue Ridge A,,Quezon City,Metro Manila
137404016,Blue Ridge B,,Quezon City,Metro Manila
137404017,Botocan,,Quezon City,Metro Manila
137404018,Bungad,,Quezon City,Metro Manila
137404019,Camp Aguinaldo,,Quezon City,Metro Manila
137404020,Central,,Quezon City,Metro Manila
137404021,Claro,,Quezon City,Metro Manila
137404022,Commonwealth,,Quezon City,Metro Manila
137404023,New Era (Constitution Hills),,Quezon City,Metro Manila
137404024,Kristong Hari,,Quezon City,Metro Manila
137404025,Culiat,,Quezon City,Metro Manila
137404026,Damar,,Quezon City,Metro Manila
137404027,Damayan,,Quezon City,Metro Manila
137404028,Damayang Lagi,,Quezon City,Metro Manila
137404029,Del Monte,,Quezon City,Metro Manila
137404030,Dioquino Zobel,,Quezon City,Metro Manila
137404031,Doña Imelda,,Quezon City,Metro Manila
137404032,Doña Josefa,,Quezon City,Metro Manila
137404033,Don Manuel,,Quezon City,Metro Manila
137404034,Duyan-duyan,,Quezon City,Metro Manila
137404035,E. Rodriguez,,Quezon City,Metro Manila
137404036,East Kamias,,Quezon City,Metro Manila
137404037,Escopa I,,Quezon City,Metro Manila
137404038,Escopa II,,Quezon City,Metro Manila
137404039,Escopa III,,Quezon City,Metro Manila
137404040,Escopa IV,,Quezon City,Metro Manila
137404041,Fairview,,Quezon City,Metro Manila
137404042,N.S. Amoranto (Gintong Silahis),,Quezon City,Metro Manila
137404043,Gulod,,Quezon City,Metro Manila
137404044,Horseshoe,,Quezon City,Metro Manila
137404045,Immaculate Concepcion,,Quezon City,Metro Manila
137404046,Kaligayahan,,Quezon City,Metro Manila
137404047,Kalusugan,,Quezon City,Metro Manila
137404048,Kamuning,,Quezon City,Metro Manila
137404049,Katipunan,,Quezon City,Metro Manila
137404050,Kaunlaran,,Quezon City,Metro Manila
137404051,Krus Na Ligas,,Quezon City,Metro Manila
137404052,Laging Handa,,Quezon City,Metro Manila
137404053,Libis,,Quezon City,Metro Manila
137404054,Lourdes,,Quezon City,Metro Manila
137404055,Loyola Heights,,Quezon City,Metro Manila
137404056,Maharlika,,Quezon City,Metro Manila
137404057,Malaya,,Quezon City,Metro Manila
137404058,Manresa,,Quezon City,Metro Manila
137404059,Mangga,,Quezon City,Metro Manila
137404060,Mariana,,Quezon City,Metro Manila
137404061,Mariblo,,Quezon City,Metro Manila
137404062,Marilag,,Quezon City,Metro Manila
137404063,Masagana,,Quezon City,Metro Manila
137404064,Masambong,,Quezon City,Metro Manila
137404065,Santo Domingo (Matalahib),,Quezon City,Metro Manila
137404066,Matandang Balara,,Quezon City,Metro Manila
137404067,Milagrosa,,Quezon City,Metro Manila
137404068,Nagkaisang Nayon,,Quezon City,Metro Manila
137404069,Nayong Kanluran,,Quezon City,Metro Manila
137404070,Novaliches Proper,,Quezon City,Metro Manila
137404071,Obrero,,Quezon City,Metro Manila
137404072,Old Capitol Site,,Quezon City,Metro Manila
137404073,Paang Bundok,,Quezon City,Metro Manila
137404074,Pag-ibig Sa Nayon,,Quezon City,Metro Manila
137404075,Paligsahan,,Quezon City,Metro Manila
137404076,Paltok,,Quezon City,Metro Manila
137404077,Pansol,,Quezon City,Metro Manila
137404078,Paraiso,,Quezon City,Metro Manila
137404079,Pasong Putik Proper (Pasong Putik),,Quezon City,Metro Manila
137404080,Pasong Tamo,,Quezon City,Metro Manila
137404081,Phil-Am,,Quezon City,Metro Manila
137404082,Pinyahan,,Quezon City,Metro Manila
137404083,Pinagkaisahan,,Quezon City,Metro Manila
137404084,Project 6,,Quezon City,Metro Manila
137404085,Quirino 2-A,,Quezon City,Metro Manila
137404086,Quirino 2-B,,Quezon City,Metro Manila
137404087,Quirino 2-C,,Quezon City,Metro Manila
137404088,Quirino 3-A,,Quezon City,Metro Manila
137404089,Ramon Magsaysay,,Quezon City,Metro Manila
137404090,Roxas,,Quezon City,Metro Manila
137404091,Sacred Heart,,Quezon City,Metro Manila
137404092,Saint Ignatius,,Quezon City,Metro Manila
137404093,Saint Peter,,Quezon City,Metro Manila
137404094,Salvacion,,Quezon City,Metro Manila
137404095,San Agustin,,Quezon City,Metro Manila
137404096,San Antonio,,Quezon City,Metro Manila
137404097,San Bartolome,,Quezon City,Metro Manila
137404098,San Isidro,,Quezon City,Metro Manila
137404099,San Isidro Labrador,,Quezon City,Metro Manila
137404100,San Jose,,Quezon City,Metro Manila
137404101,San Martin De Porres,,Quezon City,Metro Manila
137404102,San Roque,,Quezon City,Metro Manila
137404103,San Vicente,,Quezon City,Metro Manila
137404104,Santa Cruz,,Quezon City,Metro Manila
137404105,Santa Lucia,,Quezon City,Metro Manila
137404106,Santa Monica,,Quezon City,Metro Manila
137404107,Santa Teresita,,Quezon City,Metro Manila
137404108,Santo Cristo,,Quezon City,Metro Manila
137404109,Santo Niño,,Quezon City,Metro Manila
137404110,Santol,,Quezon City,Metro Manila
137404111,Sauyo,,Quezon City,Metro Manila
137404112,Sienna,,Quezon City,Metro Manila
137404113,Sikatuna Village,,Quezon City,Metro Manila
137404114,Silangan,,Quezon City,Metro Manila
137404115,Socorro,,Quezon City,Metro Manila
137404116,South Triangle,,Quezon City,Metro Manila
137404117,Tagumpay,,Quezon City,Metro Manila
137404118,Talayan,,Quezon City,Metro Manila
137404119,Talipapa,,Quezon City,Metro Manila
137404120,Tandang Sora,,Quezon City,Metro Manila
137404121,Tatalon,,Quezon City,Metro Manila
137404122,Teachers Village East,,Quezon City,Metro Manila
137404123,Teachers Village West,,Quezon City,Metro Manila
137404124,U.P. Campus,,Quezon City,Metro Manila
137404125,U.P. Village,,Quezon City,Metro Manila
137404126,Ugong Norte,,Quezon City,Metro Manila
137404127,Unang Sigaw,,Quezon City,Metro Manila
137404128,Valencia,,Quezon City,Metro Manila
137404129,Vasra,,Quezon City,Metro Manila
137404130,Veterans Village,,Quezon City,Metro Manila
137404131,Villa Maria Clara,,Quezon City,Metro Manila
137404132,West Kamias,,Quezon City,Metro Manila
137404133,West Triangle,,Quezon City,Metro Manila
137404134,White Plains,,Quezon City,Metro Manila
137404135,Balong Bato,,Quezon City,Metro Manila
137404136,Capri,,Quezon City,Metro Manila
137404137,Sangandaan,,Quezon City,Metro Manila
137404138,Payatas,,Quezon City,Metro Manila
137404139,Batasan Hills,,Quezon City,Metro Manila
137404140,Holy Spirit,,Quezon City,Metro Manila
137404141,Greater Lagro,,Quezon City,Metro Manila
137404142,North Fairview,,Quezon City,Metro Manila
137405000,CITY OF SAN JUAN,,Quezon City,Metro Manila
137405001,Addition Hills,,Quezon City,Metro Manila
137405002,Balong-Bato,,Quezon City,Metro Manila
137405003,Batis,,Quezon City,Metro Manila
137405004,Corazon De Jesus,,Quezon City,Metro Manila
137405005,Ermitaño,,Quezon City,Metro Manila
137405006,Halo-halo (St. Joseph),,Quezon City,Metro Manila
137405007,Isabelita,,Quezon City,Metro Manila
137405008,Kabayanan,,Quezon City,Metro Manila
137405009,Little Baguio,,Quezon City,Metro Manila
137405010,Maytunas,,Quezon City,Metro Manila
137405011,Onse,,Quezon City,Metro Manila
137405012,Pasadeña,,Quezon City,Metro Manila
137405013,Pedro Cruz,,Quezon City,Metro Manila
137405014,Progreso,,Quezon City,Metro Manila
137405015,Rivera,,Quezon City,Metro Manila
137405016,Salapan,,Quezon City,Metro Manila
137405017,San Perfecto,,Quezon City,Metro Manila
137405018,Santa Lucia,,Quezon City,Metro Manila
137405019,Tibagan,,Quezon City,Metro Manila
137405020,West Crame,,Quezon City,Metro Manila
137405021,Greenhills,,Quezon City,Metro Manila
137500000,"NCR, THIRD DISTRICT",,,Metro Manila
137501000,CITY OF CALOOCAN,,,Metro Manila
137501001,Barangay 1,,Caloocan,Metro Manila
137501002,Barangay 2,,Caloocan,Metro Manila
137501003,Barangay 3,,Caloocan,Metro Manila
137501004,Barangay 4,,Caloocan,Metro Manila
137501005,Barangay 5,,Caloocan,Metro Manila
137501006,Barangay 6,,Caloocan,Metro Manila
137501007,Barangay 7,,Caloocan,Metro Manila
137501008,Barangay 8,,Caloocan,Metro Manila
137501009,Barangay 9,,Caloocan,Metro Manila
137501010,Barangay 10,,Caloocan,Metro Manila
137501011,Barangay 11,,Caloocan,Metro Manila
137501012,Barangay 12,,Caloocan,Metro Manila
137501013,Barangay 13,,Caloocan,Metro Manila
137501014,Barangay 14,,Caloocan,Metro Manila
137501015,Barangay 15,,Caloocan,Metro Manila
137501016,Barangay 16,,Caloocan,Metro Manila
137501017,Barangay 17,,Caloocan,Metro Manila
137501018,Barangay 18,,Caloocan,Metro Manila
137501019,Barangay 19,,Caloocan,Metro Manila
137501020,Barangay 20,,Caloocan,Metro Manila
137501021,Barangay 21,,Caloocan,Metro Manila
137501022,Barangay 22,,Caloocan,Metro Manila
137501023,Barangay 23,,Caloocan,Metro Manila
137501024,Barangay 24,,Caloocan,Metro Manila
137501025,Barangay 25,,Caloocan,Metro Manila
137501026,Barangay 26,,Caloocan,Metro Manila
137501027,Barangay 27,,Caloocan,Metro Manila
137501028,Barangay 28,,Caloocan,Metro Manila
137501029,Barangay 29,,Caloocan,Metro Manila
137501030,Barangay 30,,Caloocan,Metro Manila
137501031,Barangay 31,,Caloocan,Metro Manila
137501032,Barangay 32,,Caloocan,Metro Manila
137501033,Barangay 33,,Caloocan,Metro Manila
137501034,Barangay 34,,Caloocan,Metro Manila
137501035,Barangay 35,,Caloocan,Metro Manila
137501036,Barangay 36,,Caloocan,Metro Manila
137501037,Barangay 37,,Caloocan,Metro Manila
137501038,Barangay 38,,Caloocan,Metro Manila
137501039,Barangay 39,,Caloocan,Metro Manila
137501040,Barangay 40,,Caloocan,Metro Manila
137501041,Barangay 41,,Caloocan,Metro Manila
137501042,Barangay 42,,Caloocan,Metro Manila
137501043,Barangay 43,,Caloocan,Metro Manila
137501044,Barangay 44,,Caloocan,Metro Manila
137501045,Barangay 45,,Caloocan,Metro Manila
137501046,Barangay 46,,Caloocan,Metro Manila
137501047,Barangay 47,,Caloocan,Metro Manila
137501048,Barangay 48,,Caloocan,Metro Manila
137501049,Barangay 49,,Caloocan,Metro Manila
137501050,Barangay 50,,Caloocan,Metro Manila
137501051,Barangay 51,,Caloocan,Metro Manila
137501052,Barangay 52,,Caloocan,Metro Manila
137501053,Barangay 53,,Caloocan,Metro Manila
137501054,Barangay 54,,Caloocan,Metro Manila
137501055,Barangay 55,,Caloocan,Metro Manila
137501056,Barangay 56,,Caloocan,Metro Manila
137501057,Barangay 57,,Caloocan,Metro Manila
137501058,Barangay 58,,Caloocan,Metro Manila
137501059,Barangay 59,,Caloocan,Metro Manila
137501060,Barangay 60,,Caloocan,Metro Manila
137501061,Barangay 61,,Caloocan,Metro Manila
137501062,Barangay 62,,Caloocan,Metro Manila
137501063,Barangay 63,,Caloocan,Metro Manila
137501064,Barangay 64,,Caloocan,Metro Manila
137501065,Barangay 65,,Caloocan,Metro Manila
137501066,Barangay 66,,Caloocan,Metro Manila
137501067,Barangay 67,,Caloocan,Metro Manila
137501068,Barangay 68,,Caloocan,Metro Manila
137501069,Barangay 69,,Caloocan,Metro Manila
137501070,Barangay 70,,Caloocan,Metro Manila
137501071,Barangay 71,,Caloocan,Metro Manila
137501072,Barangay 72,,Caloocan,Metro Manila
137501073,Barangay 73,,Caloocan,Metro Manila
137501074,Barangay 74,,Caloocan,Metro Manila
137501075,Barangay 75,,Caloocan,Metro Manila
137501076,Barangay 76,,Caloocan,Metro Manila
137501077,Barangay 77,,Caloocan,Metro Manila
137501078,Barangay 78,,Caloocan,Metro Manila
137501079,Barangay 79,,Caloocan,Metro Manila
137501080,Barangay 80,,Caloocan,Metro Manila
137501081,Barangay 81,,Caloocan,Metro Manila
137501082,Barangay 82,,Caloocan,Metro Manila
137501083,Barangay 83,,Caloocan,Metro Manila
137501084,Barangay 84,,Caloocan,Metro Manila
137501085,Barangay 85,,Caloocan,Metro Manila
137501086,Barangay 86,,Caloocan,Metro Manila
137501087,Barangay 87,,Caloocan,Metro Manila
137501088,Barangay 88,,Caloocan,Metro Manila
137501089,Barangay 89,,Caloocan,Metro Manila
137501090,Barangay 90,,Caloocan,Metro Manila
137501091,Barangay 91,,Caloocan,Metro Manila
137501092,Barangay 92,,Caloocan,Metro Manila
137501093,Barangay 93,,Caloocan,Metro Manila
137501094,Barangay 94,,Caloocan,Metro Manila
137501095,Barangay 95,,Caloocan,Metro Manila
137501096,Barangay 96,,Caloocan,Metro Manila
137501097,Barangay 97,,Caloocan,Metro Manila
137501098,Barangay 98,,Caloocan,Metro Manila
137501099,Barangay 99,,Caloocan,Metro Manila
137501100,Barangay 100,,Caloocan,Metro Manila
137501101,Barangay 101,,Caloocan,Metro Manila
137501102,Barangay 102,,Caloocan,Metro Manila
137501103,Barangay 103,,Caloocan,Metro Manila
137501104,Barangay 104,,Caloocan,Metro Manila
137501105,Barangay 105,,Caloocan,Metro Manila
137501106,Barangay 106,,Caloocan,Metro Manila
137501107,Barangay 107,,Caloocan,Metro Manila
137501108,Barangay 108,,Caloocan,Metro Manila
137501109,Barangay 109,,Caloocan,Metro Manila
137501110,Barangay 110,,Caloocan,Metro Manila
137501111,Barangay 111,,Caloocan,Metro Manila
137501112,Barangay 112,,Caloocan,Metro Manila
137501113,Barangay 113,,Caloocan,Metro Manila
137501114,Barangay 114,,Caloocan,Metro Manila
137501115,Barangay 115,,Caloocan,Metro Manila
137501116,Barangay 116,,Caloocan,Metro Manila
137501117,Barangay 117,,Caloocan,Metro Manila
137501118,Barangay 118,,Caloocan,Metro Manila
137501119,Barangay 119,,Caloocan,Metro Manila
137501120,Barangay 120,,Caloocan,Metro Manila
137501121,Barangay 121,,Caloocan,Metro Manila
137501122,Barangay 122,,Caloocan,Metro Manila
137501123,Barangay 123,,Caloocan,Metro Manila
137501124,Barangay 124,,Caloocan,Metro Manila
137501125,Barangay 125,,Caloocan,Metro Manila
137501126,Barangay 126,,Caloocan,Metro Manila
137501127,Barangay 127,,Caloocan,Metro Manila
137501128,Barangay 128,,Caloocan,Metro Manila
137501129,Barangay 129,,Caloocan,Metro Manila
137501130,Barangay 130,,Caloocan,Metro Manila
137501131,Barangay 131,,Caloocan,Metro Manila
137501132,Barangay 132,,Caloocan,Metro Manila
137501133,Barangay 133,,Caloocan,Metro Manila
137501134,Barangay 134,,Caloocan,Metro Manila
137501135,Barangay 135,,Caloocan,Metro Manila
137501136,Barangay 136,,Caloocan,Metro Manila
137501137,Barangay 137,,Caloocan,Metro Manila
137501138,Barangay 138,,Caloocan,Metro Manila
137501139,Barangay 139,,Caloocan,Metro Manila
137501140,Barangay 140,,Caloocan,Metro Manila
137501141,Barangay 141,,Caloocan,Metro Manila
137501142,Barangay 142,,Caloocan,Metro Manila
137501143,Barangay 143,,Caloocan,Metro Manila
137501144,Barangay 144,,Caloocan,Metro Manila
137501145,Barangay 145,,Caloocan,Metro Manila
137501146,Barangay 146,,Caloocan,Metro Manila
137501147,Barangay 147,,Caloocan,Metro Manila
137501148,Barangay 148,,Caloocan,Metro Manila
137501149,Barangay 149,,Caloocan,Metro Manila
137501150,Barangay 150,,Caloocan,Metro Manila
137501151,Barangay 151,,Caloocan,Metro Manila
137501152,Barangay 152,,Caloocan,Metro Manila
137501153,Barangay 153,,Caloocan,Metro Manila
137501154,Barangay 154,,Caloocan,Metro Manila
137501155,Barangay 155,,Caloocan,Metro Manila
137501156,Barangay 156,,Caloocan,Metro Manila
137501157,Barangay 157,,Caloocan,Metro Manila
137501158,Barangay 158,,Caloocan,Metro Manila
137501159,Barangay 159,,Caloocan,Metro Manila
137501160,Barangay 160,,Caloocan,Metro Manila
137501161,Barangay 161,,Caloocan,Metro Manila
137501162,Barangay 162,,Caloocan,Metro Manila
137501163,Barangay 163,,Caloocan,Metro Manila
137501164,Barangay 164,,Caloocan,Metro Manila
137501165,Barangay 165,,Caloocan,Metro Manila
137501166,Barangay 166,,Caloocan,Metro Manila
137501167,Barangay 167,,Caloocan,Metro Manila
137501168,Barangay 168,,Caloocan,Metro Manila
137501169,Barangay 169,,Caloocan,Metro Manila
137501170,Barangay 170,,Caloocan,Metro Manila
137501171,Barangay 171,,Caloocan,Metro Manila
137501172,Barangay 172,,Caloocan,Metro Manila
137501173,Barangay 173,,Caloocan,Metro Manila
137501174,Barangay 174,,Caloocan,Metro Manila
137501175,Barangay 175,,Caloocan,Metro Manila
137501176,Barangay 176,,Caloocan,Metro Manila
137501177,Barangay 177,,Caloocan,Metro Manila
137501178,Barangay 178,,Caloocan,Metro Manila
137501179,Barangay 179,,Caloocan,Metro Manila
137501180,Barangay 180,,Caloocan,Metro Manila
137501181,Barangay 181,,Caloocan,Metro Manila
137501182,Barangay 182,,Caloocan,Metro Manila
137501183,Barangay 183,,Caloocan,Metro Manila
137501184,Barangay 184,,Caloocan,Metro Manila
137501185,Barangay 185,,Caloocan,Metro Manila
137501186,Barangay 186,,Caloocan,Metro Manila
137501187,Barangay 187,,Caloocan,Metro Manila
137501188,Barangay 188,,Caloocan,Metro Manila
137502000,CITY OF MALABON,,,Metro Manila
137502001,Acacia,,Malabon,Metro Manila
137502002,Baritan,,Malabon,Metro Manila
137502003,Bayan-bayanan,,Malabon,Metro Manila
137502004,Catmon,,Malabon,Metro Manila
137502005,Concepcion,,Malabon,Metro Manila
137502006,Dampalit,,Malabon,Metro Manila
137502007,Flores,,Malabon,Metro Manila
137502008,Hulong Duhat,,Malabon,Metro Manila
137502009,Ibaba,,Malabon,Metro Manila
137502010,Longos,,Malabon,Metro Manila
137502011,Maysilo,,Malabon,Metro Manila
137502012,Muzon,,Malabon,Metro Manila
137502013,Niugan,,Malabon,Metro Manila
137502014,Panghulo,,Malabon,Metro Manila
137502015,Potrero,,Malabon,Metro Manila
137502016,San Agustin,,Malabon,Metro Manila
137502017,Santolan,,Malabon,Metro Manila
137502018,Tañong (Pob.),,Malabon,Metro Manila
137502019,Tinajeros,,Malabon,Metro Manila
137502020,Tonsuya,,Malabon,Metro Manila
137502021,Tugatog,,Malabon,Metro Manila
137503000,CITY OF NAVOTAS,,,Metro Manila
137503001,Sipac-Almacen,,Navotas,Metro Manila
137503002,Bagumbayan North,,Navotas,Metro Manila
137503003,Bagumbayan South,,Navotas,Metro Manila
137503004,Bangculasi,,Navotas,Metro Manila
137503005,Daanghari,,Navotas,Metro Manila
137503006,Navotas East,,Navotas,Metro Manila
137503007,Navotas West,,Navotas,Metro Manila
137503008,North Bay Boulevard North,,Navotas,Metro Manila
137503009,NBBS Kaunlaran (North Bay Boulevard South),,Navotas,Metro Manila
137503010,San Jose (Pob.),,Navotas,Metro Manila
137503011,San Rafael Village,,Navotas,Metro Manila
137503012,San Roque,,Navotas,Metro Manila
137503013,Tangos South (Tangos),,Navotas,Metro Manila
137503014,Tanza 1 (Tanza),,Navotas,Metro Manila
137503015,NBBS Dagat-dagatan (North Bay Boulevard South),,Navotas,Metro Manila
137503016,NBBS Proper (North Bay Boulevard South),,Navotas,Metro Manila
137503017,Tangos North (Tangos),,Navotas,Metro Manila
137503018,Tanza 2 (Tanza),,Navotas,Metro Manila
137504000,CITY OF VALENZUELA,,,Metro Manila
137504001,Arkong Bato,,Valenzuela,Metro Manila
137504002,Bagbaguin,,Valenzuela,Metro Manila
137504003,Balangkas,,Valenzuela,Metro Manila
137504004,Parada,,Valenzuela,Metro Manila
137504005,Bignay,,Valenzuela,Metro Manila
137504006,Bisig,,Valenzuela,Metro Manila
137504007,Canumay West (Canumay),,Valenzuela,Metro Manila
137504008,Karuhatan,,Valenzuela,Metro Manila
137504009,Coloong,,Valenzuela,Metro Manila
137504010,Dalandanan,,Valenzuela,Metro Manila
137504011,Gen. T. De Leon,,Valenzuela,Metro Manila
137504012,Isla,,Valenzuela,Metro Manila
137504013,Lawang Bato,,Valenzuela,Metro Manila
137504014,Lingunan,,Valenzuela,Metro Manila
137504015,Mabolo,,Valenzuela,Metro Manila
137504016,Malanday,,Valenzuela,Metro Manila
137504017,Malinta,,Valenzuela,Metro Manila
137504018,Mapulang Lupa,,Valenzuela,Metro Manila
137504019,Marulas,,Valenzuela,Metro Manila
137504020,Maysan,,Valenzuela,Metro Manila
137504021,Palasan,,Valenzuela,Metro Manila
137504022,Pariancillo Villa,,Valenzuela,Metro Manila
137504023,Paso De Blas,,Valenzuela,Metro Manila
137504024,Pasolo,,Valenzuela,Metro Manila
137504025,Poblacion,,Valenzuela,Metro Manila
137504026,Pulo,,Valenzuela,Metro Manila
137504027,Punturin,,Valenzuela,Metro Manila
137504028,Rincon,,Valenzuela,Metro Manila
137504029,Tagalag,,Valenzuela,Metro Manila
137504030,Ugong,,Valenzuela,Metro Manila
137504031,Viente Reales,,Valenzuela,Metro Manila
137504032,Wawang Pulo,,Valenzuela,Metro Manila
137504033,Canumay East (Canumay),,Valenzuela,Metro Manila
137600000,"NCR, FOURTH DISTRICT",,,Metro Manila
137601000,CITY OF LAS PIÑAS,,,Metro Manila
137601001,Almanza Uno,,Las Pinas,Metro Manila
137601002,Daniel Fajardo,,Las Pinas,Metro Manila
137601003,Elias Aldana,,Las Pinas,Metro Manila
137601004,Ilaya,,Las Pinas,Metro Manila
137601005,Manuyo Uno,,Las Pinas,Metro Manila
137601006,Pamplona Uno,,Las Pinas,Metro Manila
137601007,Pulang Lupa Uno,,Las Pinas,Metro Manila
137601008,Talon Uno,,Las Pinas,Metro Manila
137601009,Zapote,,Las Pinas,Metro Manila
137601010,Almanza Dos,,Las Pinas,Metro Manila
137601011,B. F. International Village,,Las Pinas,Metro Manila
137601012,Manuyo Dos,,Las Pinas,Metro Manila
137601013,Pamplona Dos,,Las Pinas,Metro Manila
137601014,Pamplona Tres,,Las Pinas,Metro Manila
137601015,Pilar,,Las Pinas,Metro Manila
137601016,Pulang Lupa Dos,,Las Pinas,Metro Manila
137601017,Talon Dos,,Las Pinas,Metro Manila
137601018,Talon Tres,,Las Pinas,Metro Manila
137601019,Talon Kuatro,,Las Pinas,Metro Manila
137601020,Talon Singko,,Las Pinas,Metro Manila
137602000,CITY OF MAKATI,,,Metro Manila
137602001,Bangkal,,Makati,Metro Manila
137602002,Bel-Air,,Makati,Metro Manila
137602003,Cembo,,Makati,Metro Manila
137602004,Comembo,,Makati,Metro Manila
137602005,Carmona,,Makati,Metro Manila
137602006,Dasmariñas,,Makati,Metro Manila
137602007,East Rembo,,Makati,Metro Manila
137602008,Forbes Park,,Makati,Metro Manila
137602009,Guadalupe Nuevo,,Makati,Metro Manila
137602010,Guadalupe Viejo,,Makati,Metro Manila
137602011,Kasilawan,,Makati,Metro Manila
137602012,La Paz,,Makati,Metro Manila
137602013,Magallanes,,Makati,Metro Manila
137602014,Olympia,,Makati,Metro Manila
137602015,Palanan,,Makati,Metro Manila
137602016,Pembo,,Makati,Metro Manila
137602017,Pinagkaisahan,,Makati,Metro Manila
137602018,Pio Del Pilar,,Makati,Metro Manila
137602019,Pitogo,,Makati,Metro Manila
137602020,Poblacion,,Makati,Metro Manila
137602021,Post Proper Northside,,Makati,Metro Manila
137602022,Post Proper Southside,,Makati,Metro Manila
137602023,San Antonio,,Makati,Metro Manila
137602024,San Isidro,,Makati,Metro Manila
137602025,San Lorenzo,,Makati,Metro Manila
137602026,Santa Cruz,,Makati,Metro Manila
137602027,Singkamas,,Makati,Metro Manila
137602028,South Cembo,,Makati,Metro Manila
137602029,Tejeros,,Makati,Metro Manila
137602030,Urdaneta,,Makati,Metro Manila
137602031,Valenzuela,,Makati,Metro Manila
137602032,West Rembo,,Makati,Metro Manila
137602033,Rizal,,Makati,Metro Manila
137603000,CITY OF MUNTINLUPA,,,Metro Manila
137603001,Alabang,,Muntinlupa,Metro Manila
137603002,Bayanan,,Muntinlupa,Metro Manila
137603003,Buli,,Muntinlupa,Metro Manila
137603004,Cupang,,Muntinlupa,Metro Manila
137603005,Poblacion,,Muntinlupa,Metro Manila
137603006,Putatan,,Muntinlupa,Metro Manila
137603007,Sucat,,Muntinlupa,Metro Manila
137603008,Tunasan,,Muntinlupa,Metro Manila
137603009,New Alabang Village,,Muntinlupa,Metro Manila
137604000,CITY OF PARAÑAQUE,,,Metro Manila
137604001,Baclaran,,Paranaque,Metro Manila
137604002,Don Galo,,Paranaque,Metro Manila
137604003,La Huerta,,Paranaque,Metro Manila
137604004,San Dionisio,,Paranaque,Metro Manila
137604005,Santo Niño,,Paranaque,Metro Manila
137604006,Tambo,,Paranaque,Metro Manila
137604007,B. F. Homes,,Paranaque,Metro Manila
137604008,Don Bosco,,Paranaque,Metro Manila
137604009,Marcelo Green Village,,Paranaque,Metro Manila
137604010,Merville,,Paranaque,Metro Manila
137604011,Moonwalk,,Paranaque,Metro Manila
137604012,San Antonio,,Paranaque,Metro Manila
137604013,San Isidro,,Paranaque,Metro Manila
137604014,San Martin De Porres,,Paranaque,Metro Manila
137604015,Sun Valley,,Paranaque,Metro Manila
137604016,Vitalez,,Paranaque,Metro Manila
137605000,PASAY CITY,,,Metro Manila
137605001,Barangay 1,,Pasay,Metro Manila
137605002,Barangay 2,,Pasay,Metro Manila
137605003,Barangay 3,,Pasay,Metro Manila
137605004,Barangay 4,,Pasay,Metro Manila
137605005,Barangay 5,,Pasay,Metro Manila
137605006,Barangay 6,,Pasay,Metro Manila
137605007,Barangay 7,,Pasay,Metro Manila
137605008,Barangay 8,,Pasay,Metro Manila
137605009,Barangay 9,,Pasay,Metro Manila
137605010,Barangay 10,,Pasay,Metro Manila
137605011,Barangay 11,,Pasay,Metro Manila
137605012,Barangay 12,,Pasay,Metro Manila
137605013,Barangay 13,,Pasay,Metro Manila
137605014,Barangay 14,,Pasay,Metro Manila
137605015,Barangay 15,,Pasay,Metro Manila
137605016,Barangay 16,,Pasay,Metro Manila
137605017,Barangay 17,,Pasay,Metro Manila
137605018,Barangay 18,,Pasay,Metro Manila
137605019,Barangay 19,,Pasay,Metro Manila
137605020,Barangay 20,,Pasay,Metro Manila
137605021,Barangay 21,,Pasay,Metro Manila
137605022,Barangay 22,,Pasay,Metro Manila
137605023,Barangay 23,,Pasay,Metro Manila
137605024,Barangay 24,,Pasay,Metro Manila
137605025,Barangay 25,,Pasay,Metro Manila
137605026,Barangay 26,,Pasay,Metro Manila
137605027,Barangay 27,,Pasay,Metro Manila
137605028,Barangay 28,,Pasay,Metro Manila
137605029,Barangay 29,,Pasay,Metro Manila
137605030,Barangay 30,,Pasay,Metro Manila
137605031,Barangay 31,,Pasay,Metro Manila
137605032,Barangay 32,,Pasay,Metro Manila
137605033,Barangay 33,,Pasay,Metro Manila
137605034,Barangay 34,,Pasay,Metro Manila
137605035,Barangay 35,,Pasay,Metro Manila
137605036,Barangay 36,,Pasay,Metro Manila
137605037,Barangay 37,,Pasay,Metro Manila
137605038,Barangay 38,,Pasay,Metro Manila
137605039,Barangay 39,,Pasay,Metro Manila
137605040,Barangay 40,,Pasay,Metro Manila
137605041,Barangay 41,,Pasay,Metro Manila
137605042,Barangay 42,,Pasay,Metro Manila
137605043,Barangay 43,,Pasay,Metro Manila
137605044,Barangay 44,,Pasay,Metro Manila
137605045,Barangay 45,,Pasay,Metro Manila
137605046,Barangay 46,,Pasay,Metro Manila
137605047,Barangay 47,,Pasay,Metro Manila
137605048,Barangay 48,,Pasay,Metro Manila
137605049,Barangay 49,,Pasay,Metro Manila
137605050,Barangay 50,,Pasay,Metro Manila
137605051,Barangay 51,,Pasay,Metro Manila
137605052,Barangay 52,,Pasay,Metro Manila
137605053,Barangay 53,,Pasay,Metro Manila
137605054,Barangay 54,,Pasay,Metro Manila
137605055,Barangay 55,,Pasay,Metro Manila
137605056,Barangay 56,,Pasay,Metro Manila
137605057,Barangay 57,,Pasay,Metro Manila
137605058,Barangay 58,,Pasay,Metro Manila
137605059,Barangay 59,,Pasay,Metro Manila
137605060,Barangay 60,,Pasay,Metro Manila
