psgc_code,name,submun,city,province
133906108,Barangay 502,Sampaloc,Manila,Metro Manila
133906109,Barangay 503,Sampaloc,Manila,Metro Manila
133906110,Barangay 504,Sampaloc,Manila,Metro Manila
133906111,Barangay 505,Sampaloc,Manila,Metro Manila
133906112,Barangay 506,Sampaloc,Manila,Metro Manila
133906113,Barangay 507,Sampaloc,Manila,Metro Manila
133906114,Barangay 508,Sampaloc,Manila,Metro Manila
133906115,Barangay 509,Sampaloc,Manila,Metro Manila
133906116,Barangay 510,Sampaloc,Manila,Metro Manila
133906117,Barangay 511,Sampaloc,Manila,Metro Manila
133906118,Barangay 512,Sampaloc,Manila,Metro Manila
133906119,Barangay 513,Sampaloc,Manila,Metro Manila
133906120,Barangay 514,Sampaloc,Manila,Metro Manila
133906121,Barangay 515,Sampaloc,Manila,Metro Manila
133906122,Barangay 516,Sampaloc,Manila,Metro Manila
133906123,Barangay 517,Sampaloc,Manila,Metro Manila
133906124,Barangay 518,Sampaloc,Manila,Metro Manila
133906125,Barangay 519,Sampaloc,Manila,Metro Manila
133906126,Barangay 520,Sampaloc,Manila,Metro Manila
133906127,Barangay 521,Sampaloc,Manila,Metro Manila
133906128,Barangay 522,Sampaloc,Manila,Metro Manila
133906129,Barangay 523,Sampaloc,Manila,Metro Manila
133906130,Barangay 524,Sampaloc,Manila,Metro Manila
133906131,Barangay 525,Sampaloc,Manila,Metro Manila
133906132,Barangay 526,Sampaloc,Manila,Metro Manila
133906133,Barangay 527,Sampaloc,Manila,Metro Manila
133906134,Barangay 528,Sampaloc,Manila,Metro Manila
133906135,Barangay 529,Sampaloc,Manila,Metro Manila
133906136,Barangay 530,Sampaloc,Manila,Metro Manila
133906137,Barangay 531,Sampaloc,Manila,Metro Manila
133906138,Barangay 532,Sampaloc,Manila,Metro Manila
133906139,Barangay 533,Sampaloc,Manila,Metro Manila
133906140,Barangay 534,Sampaloc,Manila,Metro Manila
133906141,Barangay 535,Sampaloc,Manila,Metro Manila
133906142,Barangay 536,Sampaloc,Manila,Metro Manila
133906143,Barangay 537,Sampaloc,Manila,Metro Manila
133906144,Barangay 538,Sampaloc,Manila,Metro Manila
133906145,Barangay 539,Sampaloc,Manila,Metro Manila
133906146,Barangay 540,Sampaloc,Manila,Metro Manila
133906147,Barangay 541,Sampaloc,Manila,Metro Manila
133906148,Barangay 542,Sampaloc,Manila,Metro Manila
133906149,Barangay 543,Sampaloc,Manila,Metro Manila
133906150,Barangay 544,Sampaloc,Manila,Metro Manila
133906151,Barangay 545,Sampaloc,Manila,Metro Manila
133906152,Barangay 546,Sampaloc,Manila,Metro Manila
133906153,Barangay 547,Sampaloc,Manila,Metro Manila
133906154,Barangay 548,Sampaloc,Manila,Metro Manila
133906155,Barangay 549,Sampaloc,Manila,Metro Manila
133906156,Barangay 550,Sampaloc,Manila,Metro Manila
133906157,Barangay 551,Sampaloc,Manila,Metro Manila
133906158,Barangay 552,Sampaloc,Manila,Metro Manila
133906159,Barangay 553,Sampaloc,Manila,Metro Manila
133906160,Barangay 554,Sampaloc,Manila,Metro Manila
133906161,Barangay 555,Sampaloc,Manila,Metro Manila
133906162,Barangay 556,Sampaloc,Manila,Metro Manila
133906163,Barangay 557,Sampaloc,Manila,Metro Manila
133906164,Barangay 558,Sampaloc,Manila,Metro Manila
133906165,Barangay 559,Sampaloc,Manila,Metro Manila
133906166,Barangay 560,Sampaloc,Manila,Metro Manila
133906167,Barangay 561,Sampaloc,Manila,Metro Manila
133906168,Barangay 562,Sampaloc,Manila,Metro Manila
133906169,Barangay 563,Sampaloc,Manila,Metro Manila
133906170,Barangay 564,Sampaloc,Manila,Metro Manila
133906171,Barangay 565,Sampaloc,Manila,Metro Manila
133906172,Barangay 566,Sampaloc,Manila,Metro Manila
133906173,Barangay 567,Sampaloc,Manila,Metro Manila
133906174,Barangay 568,Sampaloc,Manila,Metro Manila
133906175,Barangay 569,Sampaloc,Manila,Metro Manila
133906176,Barangay 570,Sampaloc,Manila,Metro Manila
133906177,Barangay 571,Sampaloc,Manila,Metro Manila
133906178,Barangay 572,Sampaloc,Manila,Metro Manila
133906179,Barangay 573,Sampaloc,Manila,Metro Manila
133906180,Barangay 574,Sampaloc,Manila,Metro Manila
133906181,Barangay 575,Sampaloc,Manila,Metro Manila
133906182,Barangay 576,Sampaloc,Manila,Metro Manila
133906183,Barangay 577,Sampaloc,Manila,Metro Manila
133906184,Barangay 578,Sampaloc,Manila,Metro Manila
133906185,Barangay 579,Sampaloc,Manila,Metro Manila
133906186,Barangay 580,Sampaloc,Manila,Metro Manila
133906187,Barangay 581,Sampaloc,Manila,Metro Manila
133906188,Barangay 582,Sampaloc,Manila,Metro Manila
133906189,Barangay 583,Sampaloc,Manila,Metro Manila
133906190,Barangay 584,Sampaloc,Manila,Metro Manila
133906191,Barangay 585,Sampaloc,Manila,Metro Manila
133906192,Barangay 586,Sampaloc,Manila,Metro Manila
133906193,Barangay 587,Sampaloc,Manila,Metro Manila
133906194,Barangay 587-A,Sampaloc,Manila,Metro Manila
133906195,Barangay 588,Sampaloc,Manila,Metro Manila
133906196,Barangay 589,Sampaloc,Manila,Metro Manila
133906197,Barangay 590,Sampaloc,Manila,Metro Manila
133906198,Barangay 591,Sampaloc,Manila,Metro Manila
133906199,Barangay 592,Sampaloc,Manila,Metro Manila
133906200,Barangay 593,Sampaloc,Manila,Metro Manila
133906201,Barangay 594,Sampaloc,Manila,Metro Manila
133906202,Barangay 595,Sampaloc,Manila,Metro Manila
133906203,Barangay 596,Sampaloc,Manila,Metro Manila
133906204,Barangay 597,Sampaloc,Manila,Metro Manila
133906205,Barangay 598,Sampaloc,Manila,Metro Manila
133906206,Barangay 599,Sampaloc,Manila,Metro Manila
133906207,Barangay 600,Sampaloc,Manila,Metro Manila
133906208,Barangay 601,Sampaloc,Manila,Metro Manila
133906209,Barangay 602,Sampaloc,Manila,Metro Manila
133906210,Barangay 603,Sampaloc,Manila,Metro Manila
133906211,Barangay 604,Sampaloc,Manila,Metro Manila
133906212,Barangay 605,Sampaloc,Manila,Metro Manila
133906213,Barangay 606,Sampaloc,Manila,Metro Manila
133906214,Barangay 607,Sampaloc,Manila,Metro Manila
133906215,Barangay 608,Sampaloc,Manila,Metro Manila
133906216,Barangay 609,Sampaloc,Manila,Metro Manila
133906217,Barangay 610,Sampaloc,Manila,Metro Manila
133906218,Barangay 611,Sampaloc,Manila,Metro Manila
133906219,Barangay 612,Sampaloc,Manila,Metro Manila
133906220,Barangay 613,Sampaloc,Manila,Metro Manila
133906221,Barangay 614,Sampaloc,Manila,Metro Manila
133906222,Barangay 615,Sampaloc,Manila,Metro Manila
133906223,Barangay 616,Sampaloc,Manila,Metro Manila
133906224,Barangay 617,Sampaloc,Manila,Metro Manila
133906225,Barangay 618,Sampaloc,Manila,Metro Manila
133906226,Barangay 619,Sampaloc,Manila,Metro Manila
133906227,Barangay 620,Sampaloc,Manila,Metro Manila
133906228,Barangay 621,Sampaloc,Manila,Metro Manila
133906229,Barangay 622,Sampaloc,Manila,Metro Manila
133906230,Barangay 623,Sampaloc,Manila,Metro Manila
133906231,Barangay 624,Sampaloc,Manila,Metro Manila
133906232,Barangay 625,Sampaloc,Manila,Metro Manila
133906233,Barangay 626,Sampaloc,Manila,Metro Manila
133906234,Barangay 627,Sampaloc,Manila,Metro Manila
133906235,Barangay 628,Sampaloc,Manila,Metro Manila
133906236,Barangay 629,Sampaloc,Manila,Metro Manila
133906237,Barangay 630,Sampaloc,Manila,Metro Manila
133906238,Barangay 631,Sampaloc,Manila,Metro Manila
133906239,Barangay 632,Sampaloc,Manila,Metro Manila
133906240,Barangay 633,Sampaloc,Manila,Metro Manila
133906241,Barangay 634,Sampaloc,Manila,Metro Manila
133906242,Barangay 635,Sampaloc,Manila,Metro Manila
133906243,Barangay 636,Sampaloc,Manila,Metro Manila
133907000,SAN MIGUEL,,Manila,Metro Manila
133907001,Barangay 637,San Miguel,Manila,Metro Manila
133907002,Barangay 638,San Miguel,Manila,Metro Manila
133907003,Barangay 639,San Miguel,Manila,Metro Manila
133907004,Barangay 640,San Miguel,Manila,Metro Manila
133907005,Barangay 641,San Miguel,Manila,Metro Manila
133907006,Barangay 642,San Miguel,Manila,Metro Manila
133907007,Barangay 643,San Miguel,Manila,Metro Manila
133907008,Barangay 644,San Miguel,Manila,Metro Manila
133907009,Barangay 645,San Miguel,Manila,Metro Manila
133907010,Barangay 646,San Miguel,Manila,Metro Manila
133907011,Barangay 647,San Miguel,Manila,Metro Manila
133907012,Barangay 648,San Miguel,Manila,Metro Manila
133908000,ERMITA,,Manila,Metro Manila
133908001,Barangay 659,Ermita,Manila,Metro Manila
133908002,Barangay 659-A,Ermita,Manila,Metro Manila
133908003,Barangay 660,Ermita,Manila,Metro Manila
133908004,Barangay 660-A,Ermita,Manila,Metro Manila
133908005,Barangay 661,Ermita,Manila,Metro Manila
133908008,Barangay 666,Ermita,Manila,Metro Manila
133908009,Barangay 667,Ermita,Manila,Metro Manila
133908010,Barangay 668,Ermita,Manila,Metro Manila
133908011,Barangay 669,Ermita,Manila,Metro Manila
133908012,Barangay 670,Ermita,Manila,Metro Manila
133908013,Barangay 663,Ermita,Manila,Metro Manila
133908014,Barangay 663-A,Ermita,Manila,Metro Manila
133908015,Barangay 664,Ermita,Manila,Metro Manila
133909000,INTRAMUROS,,Manila,Metro Manila
133909001,Barangay 654,Intramuros,Manila,Metro Manila
133909002,Barangay 655,Intramuros,Manila,Metro Manila
133909003,Barangay 656,Intramuros,Manila,Metro Manila
133909004,Barangay 657,Intramuros,Manila,Metro Manila
133909005,Barangay 658,Intramuros,Manila,Metro Manila
133910000,MALATE,,Manila,Metro Manila
133910004,Barangay 689,Malate,Manila,Metro Manila
133910005,Barangay 690,Malate,Manila,Metro Manila
133910006,Barangay 691,Malate,Manila,Metro Manila
133910007,Barangay 692,Malate,Manila,Metro Manila
133910008,Barangay 693,Malate,Manila,Metro Manila
133910009,Barangay 694,Malate,Manila,Metro Manila
133910010,Barangay 695,Malate,Manila,Metro Manila
133910011,Barangay 696,Malate,Manila,Metro Manila
133910012,Barangay 697,Malate,Manila,Metro Manila
133910013,Barangay 698,Malate,Manila,Metro Manila
133910014,Barangay 699,Malate,Manila,Metro Manila
133910015,Barangay 700,Malate,Manila,Metro Manila
133910016,Barangay 701,Malate,Manila,Metro Manila
133910017,Barangay 702,Malate,Manila,Metro Manila
133910018,Barangay 703,Malate,Manila,Metro Manila
133910019,Barangay 704,Malate,Manila,Metro Manila
133910020,Barangay 705,Malate,Manila,Metro Manila
133910021,Barangay 706,Malate,Manila,Metro Manila
133910022,Barangay 707,Malate,Manila,Metro Manila
133910023,Barangay 708,Malate,Manila,Metro Manila
133910024,Barangay 709,Malate,Manila,Metro Manila
133910025,Barangay 710,Malate,Manila,Metro Manila
133910026,Barangay 711,Malate,Manila,Metro Manila
133910027,Barangay 712,Malate,Manila,Metro Manila
133910028,Barangay 713,Malate,Manila,Metro Manila
133910029,Barangay 714,Malate,Manila,Metro Manila
133910030,Barangay 715,Malate,Manila,Metro Manila
133910031,Barangay 716,Malate,Manila,Metro Manila
133910032,Barangay 717,Malate,Manila,Metro Manila
133910033,Barangay 718,Malate,Manila,Metro Manila
133910034,Barangay 719,Malate,Manila,Metro Manila
133910035,Barangay 720,Malate,Manila,Metro Manila
133910036,Barangay 721,Malate,Manila,Metro Manila
133910037,Barangay 722,Malate,Manila,Metro Manila
133910038,Barangay 723,Malate,Manila,Metro Manila
133910039,Barangay 724,Malate,Manila,Metro Manila
133910040,Barangay 725,Malate,Manila,Metro Manila
133910041,Barangay 726,Malate,Manila,Metro Manila
133910042,Barangay 727,Malate,Manila,Metro Manila
133910043,Barangay 728,Malate,Manila,Metro Manila
133910044,Barangay 729,Malate,Manila,Metro Manila
133910045,Barangay 730,Malate,Manila,Metro Manila
133910046,Barangay 731,Malate,Manila,Metro Manila
133910047,Barangay 732,Malate,Manila,Metro Manila
133910048,Barangay 733,Malate,Manila,Metro Manila
133910052,Barangay 738,Malate,Manila,Metro Manila
133910053,Barangay 739,Malate,Manila,Metro Manila
133910054,Barangay 740,Malate,Manila,Metro Manila
133910055,Barangay 741,Malate,Manila,Metro Manila
133910056,Barangay 742,Malate,Manila,Metro Manila
133910057,Barangay 743,Malate,Manila,Metro Manila
133910058,Barangay 744,Malate,Manila,Metro Manila
133910059,Barangay 688,Malate,Manila,Metro Manila
133910060,Barangay 735,Malate,Manila,Metro Manila
133910061,Barangay 736,Malate,Manila,Metro Manila
133910062,Barangay 737,Malate,Manila,Metro Manila
133910063,Barangay 734,Malate,Manila,Metro Manila
133911000,PACO,,Manila,Metro Manila
133911001,Barangay 662,Paco,Manila,Metro Manila
133911004,Barangay 664-A,Paco,Manila,Metro Manila
133911005,Barangay 671,Paco,Manila,Metro Manila
133911006,Barangay 672,Paco,Manila,Metro Manila
133911007,Barangay 673,Paco,Manila,Metro Manila
133911008,Barangay 674,Paco,Manila,Metro Manila
133911009,Barangay 675,Paco,Manila,Metro Manila
133911010,Barangay 676,Paco,Manila,Metro Manila
133911011,Barangay 677,Paco,Manila,Metro Manila
133911012,Barangay 678,Paco,Manila,Metro Manila
133911013,Barangay 679,Paco,Manila,Metro Manila
133911014,Barangay 680,Paco,Manila,Metro Manila
133911015,Barangay 681,Paco,Manila,Metro Manila
133911016,Barangay 682,Paco,Manila,Metro Manila
133911017,Barangay 683,Paco,Manila,Metro Manila
133911018,Barangay 684,Paco,Manila,Metro Manila
133911019,Barangay 685,Paco,Manila,Metro Manila
133911023,Barangay 809,Paco,Manila,Metro Manila
133911024,Barangay 810,Paco,Manila,Metro Manila
133911025,Barangay 811,Paco,Manila,Metro Manila
133911026,Barangay 812,Paco,Manila,Metro Manila
133911027,Barangay 813,Paco,Manila,Metro Manila
133911028,Barangay 814,Paco,Manila,Metro Manila
133911029,Barangay 815,Paco,Manila,Metro Manila
133911030,Barangay 816,Paco,Manila,Metro Manila
133911031,Barangay 817,Paco,Manila,Metro Manila
133911032,Barangay 818,Paco,Manila,Metro Manila
133911034,Barangay 819,Paco,Manila,Metro Manila
133911035,Barangay 820,Paco,Manila,Metro Manila
133911036,Barangay 821,Paco,Manila,Metro Manila
133911037,Barangay 822,Paco,Manila,Metro Manila
133911038,Barangay 823,Paco,Manila,Metro Manila
133911039,Barangay 824,Paco,Manila,Metro Manila
133911040,Barangay 825,Paco,Manila,Metro Manila
133911041,Barangay 826,Paco,Manila,Metro Manila
133911042,Barangay 827,Paco,Manila,Metro Manila
133911043,Barangay 828,Paco,Manila,Metro Manila
133911044,Barangay 829,Paco,Manila,Metro Manila
133911045,Barangay 830,Paco,Manila,Metro Manila
133911046,Barangay 831,Paco,Manila,Metro Manila
133911047,Barangay 832,Paco,Manila,Metro Manila
133911048,Barangay 686,Paco,Manila,Metro Manila
133911049,Barangay 687,Paco,Manila,Metro Manila
133912000,PANDACAN,,Manila,Metro Manila
133912001,Barangay 833,Pandacan,Manila,Metro Manila
133912002,Barangay 834,Pandacan,Manila,Metro Manila
133912003,Barangay 835,Pandacan,Manila,Metro Manila
133912004,Barangay 836,Pandacan,Manila,Metro Manila
133912005,Barangay 837,Pandacan,Manila,Metro Manila
133912006,Barangay 838,Pandacan,Manila,Metro Manila
133912007,Barangay 839,Pandacan,Manila,Metro Manila
133912008,Barangay 840,Pandacan,Manila,Metro Manila
133912009,Barangay 841,Pandacan,Manila,Metro Manila
133912010,Barangay 842,Pandacan,Manila,Metro Manila
133912011,Barangay 843,Pandacan,Manila,Metro Manila
133912012,Barangay 844,Pandacan,Manila,Metro Manila
133912013,Barangay 845,Pandacan,Manila,Metro Manila
133912014,Barangay 846,Pandacan,Manila,Metro Manila
133912015,Barangay 847,Pandacan,Manila,Metro Manila
133912016,Barangay 848,Pandacan,Manila,Metro Manila
133912017,Barangay 849,Pandacan,Manila,Metro Manila
133912018,Barangay 850,Pandacan,Manila,Metro Manila
133912019,Barangay 851,Pandacan,Manila,Metro Manila
133912020,Barangay 852,Pandacan,Manila,Metro Manila
133912021,Barangay 853,Pandacan,Manila,Metro Manila
133912023,Barangay 855,Pandacan,Manila,Metro Manila
133912024,Barangay 856,Pandacan,Manila,Metro Manila
133912025,Barangay 857,Pandacan,Manila,Metro Manila
133912026,Barangay 858,Pandacan,Manila,Metro Manila
133912027,Barangay 859,Pandacan,Manila,Metro Manila
133912028,Barangay 860,Pandacan,Manila,Metro Manila
133912029,Barangay 861,Pandacan,Manila,Metro Manila
133912030,Barangay 862,Pandacan,Manila,Metro Manila
133912031,Barangay 863,Pandacan,Manila,Metro Manila
133912032,Barangay 864,Pandacan,Manila,Metro Manila
133912033,Barangay 865,Pandacan,Manila,Metro Manila
133912034,Barangay 867,Pandacan,Manila,Metro Manila
133912035,Barangay 868,Pandacan,Manila,Metro Manila
133912036,Barangay 870,Pandacan,Manila,Metro Manila
133912037,Barangay 871,Pandacan,Manila,Metro Manila
133912038,Barangay 872,Pandacan,Manila,Metro Manila
133912039,Barangay 869,Pandacan,Manila,Metro Manila
133913000,PORT AREA,,Manila,Metro Manila
133913001,Barangay 649,Port Area,Manila,Metro Manila
133913002,Barangay 650,Port Area,Manila,Metro Manila
133913003,Barangay 651,Port Area,Manila,Metro Manila
133913004,Barangay 652,Port Area,Manila,Metro Manila
133913005,Barangay 653,Port Area,Manila,Metro Manila
133914000,SANTA ANA,,Manila,Metro Manila
133914002,Barangay 745,Santa Ana,Manila,Metro Manila
133914003,Barangay 746,Santa Ana,Manila,Metro Manila
133914004,Barangay 747,Santa Ana,Manila,Metro Manila
133914005,Barangay 748,Santa Ana,Manila,Metro Manila
133914006,Barangay 749,Santa Ana,Manila,Metro Manila
133914007,Barangay 750,Santa Ana,Manila,Metro Manila
133914008,Barangay 751,Santa Ana,Manila,Metro Manila
133914009,Barangay 752,Santa Ana,Manila,Metro Manila
133914010,Barangay 753,Santa Ana,Manila,Metro Manila
133914011,Barangay 755,Santa Ana,Manila,Metro Manila
133914012,Barangay 756,Santa Ana,Manila,Metro Manila
133914013,Barangay 757,Santa Ana,Manila,Metro Manila
133914014,Barangay 758,Santa Ana,Manila,Metro Manila
133914015,Barangay 759,Santa Ana,Manila,Metro Manila
133914016,Barangay 760,Santa Ana,Manila,Metro Manila
133914017,Barangay 761,Santa Ana,Manila,Metro Manila
133914018,Barangay 762,Santa Ana,Manila,Metro Manila
133914019,Barangay 763,Santa Ana,Manila,Metro Manila
133914020,Barangay 764,Santa Ana,Manila,Metro Manila
133914021,Barangay 765,Santa Ana,Manila,Metro Manila
133914022,Barangay 766,Santa Ana,Manila,Metro Manila
133914023,Barangay 767,Santa Ana,Manila,Metro Manila
133914024,Barangay 768,Santa Ana,Manila,Metro Manila
133914025,Barangay 769,Santa Ana,Manila,Metro Manila
133914026,Barangay 770,Santa Ana,Manila,Metro Manila
133914027,Barangay 771,Santa Ana,Manila,Metro Manila
133914028,Barangay 772,Santa Ana,Manila,Metro Manila
133914029,Barangay 773,Santa Ana,Manila,Metro Manila
133914030,Barangay 774,Santa Ana,Manila,Metro Manila
133914031,Barangay 775,Santa Ana,Manila,Metro Manila
133914032,Barangay 776,Santa Ana,Manila,Metro Manila
133914033,Barangay 777,Santa Ana,Manila,Metro Manila
133914034,Barangay 778,Santa Ana,Manila,Metro Manila
133914035,Barangay 779,Santa Ana,Manila,Metro Manila
133914036,Barangay 780,Santa Ana,Manila,Metro Manila
133914037,Barangay 781,Santa Ana,Manila,Metro Manila
133914038,Barangay 782,Santa Ana,Manila,Metro Manila
133914039,Barangay 783,Santa Ana,Manila,Metro Manila
133914040,Barangay 784,Santa Ana,Manila,Metro Manila
133914041,Barangay 785,Santa Ana,Manila,Metro Manila
133914042,Barangay 786,Santa Ana,Manila,Metro Manila
133914043,Barangay 787,Santa Ana,Manila,Metro Manila
133914044,Barangay 788,Santa Ana,Manila,Metro Manila
133914045,Barangay 789,Santa Ana,Manila,Metro Manila
133914046,Barangay 790,Santa Ana,Manila,Metro Manila
133914047,Barangay 791,Santa Ana,Manila,Metro Manila
133914048,Barangay 792,Santa Ana,Manila,Metro Manila
133914049,Barangay 793,Santa Ana,Manila,Metro Manila
133914050,Barangay 794,Santa Ana,Manila,Metro Manila
133914051,Barangay 795,Santa Ana,Manila,Metro Manila
133914052,Barangay 796,Santa Ana,Manila,Metro Manila
133914053,Barangay 797,Santa Ana,Manila,Metro Manila
133914054,Barangay 798,Santa Ana,Manila,Metro Manila
133914055,Barangay 799,Santa Ana,Manila,Metro Manila
133914056,Barangay 800,Santa Ana,Manila,Metro Manila
133914057,Barangay 801,Santa Ana,Manila,Metro Manila
133914058,Barangay 802,Santa Ana,Manila,Metro Manila
133914059,Barangay 803,Santa Ana,Manila,Metro Manila
133914060,Barangay 804,Santa Ana,Manila,Metro Manila
133914061,Barangay 805,Santa Ana,Manila,Metro Manila
133914062,Barangay 806,Santa Ana,Manila,Metro Manila
133914063,Barangay 807,Santa Ana,Manila,Metro Manila
133914064,Barangay 866,Santa Ana,Manila,Metro Manila
133914066,Barangay 873,Santa Ana,Manila,Metro Manila
133914067,Barangay 874,Santa Ana,Manila,Metro Manila
133914068,Barangay 875,Santa Ana,Manila,Metro Manila
133914069,Barangay 876,Santa Ana,Manila,Metro Manila
133914070,Barangay 877,Santa Ana,Manila,Metro Manila
133914071,Barangay 878,Santa Ana,Manila,Metro Manila
133914072,Barangay 879,Santa Ana,Manila,Metro Manila
133914073,Barangay 880,Santa Ana,Manila,Metro Manila
133914074,Barangay 881,Santa Ana,Manila,Metro Manila
133914075,Barangay 882,Santa Ana,Manila,Metro Manila
133914076,Barangay 883,Santa Ana,Manila,Metro Manila
133914077,Barangay 884,Santa Ana,Manila,Metro Manila
133914078,Barangay 885,Santa Ana,Manila,Metro Manila
133914079,Barangay 886,Santa Ana,Manila,Metro Manila
133914080,Barangay 887,Santa Ana,Manila,Metro Manila
133914081,Barangay 888,Santa Ana,Manila,Metro Manila
133914082,Barangay 889,Santa Ana,Manila,Metro Manila
133914083,Barangay 890,Santa Ana,Manila,Metro Manila
133914084,Barangay 891,Santa Ana,Manila,Metro Manila
133914085,Barangay 892,Santa Ana,Manila,Metro Manila
133914086,Barangay 893,Santa Ana,Manila,Metro Manila
133914087,Barangay 894,Santa Ana,Manila,Metro Manila
133914088,Barangay 895,Santa Ana,Manila,Metro Manila
133914089,Barangay 896,Santa Ana,Manila,Metro Manila
133914090,Barangay 897,Santa Ana,Manila,Metro Manila
133914091,Barangay 898,Santa Ana,Manila,Metro Manila
133914092,Barangay 899,Santa Ana,Manila,Metro Manila
133914093,Barangay 900,Santa Ana,Manila,Metro Manila
133914094,Barangay 901,Santa Ana,Manila,Metro Manila
133914095,Barangay 902,Santa Ana,Manila,Metro Manila
133914096,Barangay 903,Santa Ana,Manila,Metro Manila
133914097,Barangay 904,Santa Ana,Manila,Metro Manila
133914098,Barangay 905,Santa Ana,Manila,Metro Manila
133914099,Barangay 754,Santa Ana,Manila,Metro Manila
133914100,Barangay 808,Santa Ana,Manila,Metro Manila
133914101,Barangay 818-A,Santa Ana,Manila,Metro Manila
137400000,"NCR, SECOND DISTRICT",,,
137401000,CITY OF MANDALUYONG,,,Metro Manila
137401001,Addition Hills,,Mandaluyong,Metro Manila
137401002,Bagong Silang,,Mandaluyong,Metro Manila
137401003,Barangka Drive,,Mandaluyong,Metro Manila
137401004,Barangka Ibaba,,Mandaluyong,Metro Manila
137401005,Barangka Ilaya,,Mandaluyong,Metro Manila
137401006,Barangka Itaas,,Mandaluyong,Metro Manila
137401007,Burol,,Mandaluyong,Metro Manila
137401008,Buayang Bato,,Mandaluyong,Metro Manila
137401009,Daang Bakal,,Mandaluyong,Metro Manila
137401010,Hagdang Bato Itaas,,Mandaluyong,Metro Manila
137401011,Hagdang Bato Libis,,Mandaluyong,Metro Manila
137401012,Harapin Ang Bukas,,Mandaluyong,Metro Manila
137401013,Highway Hills,,Mandaluyong,Metro Manila
137401014,Hulo,,Mandaluyong,Metro Manila
137401015,Mabini-J. Rizal,,Mandaluyong,Metro Manila
137401016,Malamig,,Mandaluyong,Metro Manila
137401017,Mauway,,Mandaluyong,Metro Manila
137401018,Namayan,,Mandaluyong,Metro Manila
137401019,New Zañiga,,Mandaluyong,Metro Manila
137401020,Old Zañiga,,Mandaluyong,Metro Manila
137401021,Pag-asa,,Mandaluyong,Metro Manila
137401022,Plainview,,Mandaluyong,Metro Manila
137401023,Pleasant Hills,,Mandaluyong,Metro Manila
137401024,Poblacion,,Mandaluyong,Metro Manila
137401025,San Jose,,Mandaluyong,Metro Manila
137401026,Vergara,,Mandaluyong,Metro Manila
137401027,Wack-wack Greenhills,,Mandaluyong,Metro Manila
137402000,CITY OF MARIKINA,,,Metro Manila
137402001,Barangka,,Marikina,Metro Manila
137402002,Calumpang,,Marikina,Metro Manila
137402003,Concepcion Uno,,Marikina,Metro Manila
137402004,Jesus De La Peña,,Marikina,Metro Manila
137402005,Malanday,,Marikina,Metro Manila
137402006,Nangka,,Marikina,Metro Manila
137402007,Parang,,Marikina,Metro Manila
137402008,San Roque,,Marikina,Metro Manila
137402009,Santa Elena (Pob.),,Marikina,Metro Manila
137402010,Santo Niño,,Marikina,Metro Manila
137402011,Tañong,,Marikina,Metro Manila
137402012,Concepcion Dos,,Marikina,Metro Manila
137402013,Marikina Heights (Concepcion),,Marikina,Metro Manila
137402014,Industrial Valley,,Marikina,Metro Manila
137402015,Fortune,,Marikina,Metro Manila
137402016,Tumana,,Marikina,Metro Manila
137403000,CITY OF PASIG,,,Metro Manila
137403001,Bagong Ilog,,Pasig,Metro Manila
137403002,Bagong Katipunan,,Pasig,Metro Manila
137403003,Bambang,,Pasig,Metro Manila
137403004,Buting,,Pasig,Metro Manila
137403005,Caniogan,,Pasig,Metro Manila
137403006,Dela Paz,,Pasig,Metro Manila
137403007,Kalawaan,,Pasig,Metro Manila
137403008,Kapasigan,,Pasig,Metro Manila
137403009,Kapitolyo,,Pasig,Metro Manila
137403010,Malinao,,Pasig,Metro Manila
137403011,Manggahan,,Pasig,Metro Manila
137403012,Maybunga,,Pasig,Metro Manila
137403013,Oranbo,,Pasig,Metro Manila
137403014,Palatiw,,Pasig,Metro Manila
137403015,Pinagbuhatan,,Pasig,Metro Manila
137403016,Pineda,,Pasig,Metro Manila
137403017,Rosario,,Pasig,Metro Manila
137403018,Sagad,,Pasig,Metro Manila
137403019,San Antonio,,Pasig,Metro Manila
137403020,San Joaquin,,Pasig,Metro Manila
137403021,San Jose,,Pasig,Metro Manila
137403022,San Miguel,,Pasig,Metro Manila
137403023,San Nicolas (Pob.),,Pasig,Metro Manila
137403024,Santa Cruz,,Pasig,Metro Manila
137403025,Santa Rosa,,Pasig,Metro Manila
137403026,Santo Tomas,,Pasig,Metro Manila
137403027,Santolan,,Pasig,Metro Manila
137403028,Sumilang,,Pasig,Metro Manila
137403029,Ugong,,Pasig,Metro Manila
137403030,Santa Lucia,,Pasig,Metro Manila
137404000,QUEZON CITY,,,Metro Manila
137404001,Alicia,,Quezon City,Metro Manila
137404002,Amihan,,Quezon City,Metro Manila
137404003,Apolonio Samson,,Quezon City,Metro Manila
137404004,Aurora,,Quezon City,Metro Manila
137404005,Baesa,,Quezon City,Metro Manila
137404006,Bagbag,,Quezon City,Metro Manila
137404007,Bagumbuhay,,Quezon City,Metro Manila
137404008,Bagong Lipunan Ng Crame,,Quezon City,Metro Manila
137404009,Bagong Pag-asa,,Quezon City,Metro Manila
137404010,Bagong Silangan,,Quezon City,Metro Manila
137404011,Bagumbayan,,Quezon City,Metro Manila
137404012,Bahay Toro,,Quezon City,Metro Manila
137404013,Balingasa,,Quezon City,Metro Manila
137404014,Bayanihan,,Quezon City,Metro Manila
