code,name,submun,city,province
112305003,Semong,,Kapalong,Davo Del Norte
112305005,Florida,,Kapalong,Davo Del Norte
112305006,Gabuyan,,Kapalong,Davo Del Norte
112305007,Gupitan,,Kapalong,Davo Del Norte
112305008,Capungagan,,Kapalong,Davo Del Norte
112305009,Katipunan,,Kapalong,Davo Del Norte
112305012,Luna,,Kapalong,Davo Del Norte
112305013,Mabantao,,Kapalong,Davo Del Norte
112305015,Mamacao,,Kapalong,Davo Del Norte
112305018,Pag-asa,,Kapalong,Davo Del Norte
112305021,Maniki (Poblacion),,Kapalong,Davo Del Norte
112305022,Sampao,,Kapalong,Davo Del Norte
112305026,Sua-on,,Kapalong,Davo Del Norte
112305028,Tiburcia,,Kapalong,Davo Del Norte
112314000,NEW CORELLA,,,Davo Del Norte
112314001,Cabidianan,,New Corella,Davo Del Norte
112314002,Carcor,,New Corella,Davo Del Norte
112314003,Del Monte,,New Corella,Davo Del Norte
112314004,Del Pilar,,New Corella,Davo Del Norte
112314005,El Salvador,,New Corella,Davo Del Norte
112314006,Limba-an,,New Corella,Davo Del Norte
112314007,Macgum,,New Corella,Davo Del Norte
112314008,Mambing,,New Corella,Davo Del Norte
112314009,Mesaoy,,New Corella,Davo Del Norte
112314010,New Bohol,,New Corella,Davo Del Norte
112314011,New Cortez,,New Corella,Davo Del Norte
112314012,New Sambog,,New Corella,Davo Del Norte
112314013,Patrocenio,,New Corella,Davo Del Norte
112314014,Poblacion,,New Corella,Davo Del Norte
112314015,San Roque,,New Corella,Davo Del Norte
112314016,Santa Cruz,,New Corella,Davo Del Norte
112314017,Santa Fe,,New Corella,Davo Del Norte
112314018,Santo Niño,,New Corella,Davo Del Norte
112314019,Suawon,,New Corella,Davo Del Norte
112314020,San Jose,,New Corella,Davo Del Norte
112315000,CITY OF PANABO,,,Davo Del Norte
112315001,A. O. Floirendo,,Panabo,Davo Del Norte
112315002,Datu Abdul Dadia,,Panabo,Davo Del Norte
112315003,Buenavista,,Panabo,Davo Del Norte
112315004,Cacao,,Panabo,Davo Del Norte
112315005,Cagangohan,,Panabo,Davo Del Norte
112315006,Consolacion,,Panabo,Davo Del Norte
112315007,Dapco,,Panabo,Davo Del Norte
112315009,Gredu (Pob.),,Panabo,Davo Del Norte
112315010,J.P. Laurel,,Panabo,Davo Del Norte
112315011,Kasilak,,Panabo,Davo Del Norte
112315012,Katipunan,,Panabo,Davo Del Norte
112315013,Katualan,,Panabo,Davo Del Norte
112315014,Kauswagan,,Panabo,Davo Del Norte
112315015,Kiotoy,,Panabo,Davo Del Norte
112315016,Little Panay,,Panabo,Davo Del Norte
112315017,Lower Panaga (Roxas),,Panabo,Davo Del Norte
112315018,Mabunao,,Panabo,Davo Del Norte
112315019,Maduao,,Panabo,Davo Del Norte
112315020,Malativas,,Panabo,Davo Del Norte
112315021,Manay,,Panabo,Davo Del Norte
112315022,Nanyo,,Panabo,Davo Del Norte
112315023,New Malaga (Dalisay),,Panabo,Davo Del Norte
112315024,New Malitbog,,Panabo,Davo Del Norte
112315025,New Pandan (Pob.),,Panabo,Davo Del Norte
112315026,New Visayas,,Panabo,Davo Del Norte
112315027,Quezon,,Panabo,Davo Del Norte
112315028,Salvacion,,Panabo,Davo Del Norte
112315029,San Francisco (Pob.),,Panabo,Davo Del Norte
112315030,San Nicolas,,Panabo,Davo Del Norte
112315031,San Roque,,Panabo,Davo Del Norte
112315032,San Vicente,,Panabo,Davo Del Norte
112315033,Santa Cruz,,Panabo,Davo Del Norte
112315034,Santo Niño (Pob.),,Panabo,Davo Del Norte
112315035,Sindaton,,Panabo,Davo Del Norte
112315036,Southern Davao,,Panabo,Davo Del Norte
112315037,Tagpore,,Panabo,Davo Del Norte
112315038,Tibungol,,Panabo,Davo Del Norte
112315039,Upper Licanan,,Panabo,Davo Del Norte
112315040,Waterfall,,Panabo,Davo Del Norte
112315041,San Pedro,,Panabo,Davo Del Norte
112317000,ISLAND GARDEN CITY OF SAMAL,,,Davo Del Norte
112317001,Adecor,,Island Garden City of Samal,Davo Del Norte
112317002,Anonang,,Island Garden City of Samal,Davo Del Norte
112317003,Aumbay,,Island Garden City of Samal,Davo Del Norte
112317004,Aundanao,,Island Garden City of Samal,Davo Del Norte
112317005,Balet,,Island Garden City of Samal,Davo Del Norte
112317006,Bandera,,Island Garden City of Samal,Davo Del Norte
112317007,Caliclic (Dangca-an),,Island Garden City of Samal,Davo Del Norte
112317008,Camudmud,,Island Garden City of Samal,Davo Del Norte
112317009,Catagman,,Island Garden City of Samal,Davo Del Norte
112317010,Cawag,,Island Garden City of Samal,Davo Del Norte
112317011,Cogon,,Island Garden City of Samal,Davo Del Norte
112317012,Cogon (Talicod),,Island Garden City of Samal,Davo Del Norte
112317013,Dadatan,,Island Garden City of Samal,Davo Del Norte
112317014,Del Monte,,Island Garden City of Samal,Davo Del Norte
112317015,Guilon,,Island Garden City of Samal,Davo Del Norte
112317016,Kanaan,,Island Garden City of Samal,Davo Del Norte
112317017,Kinawitnon,,Island Garden City of Samal,Davo Del Norte
112317018,Libertad,,Island Garden City of Samal,Davo Del Norte
112317019,Libuak,,Island Garden City of Samal,Davo Del Norte
112317020,Licup,,Island Garden City of Samal,Davo Del Norte
112317021,Limao,,Island Garden City of Samal,Davo Del Norte
112317022,Linosutan,,Island Garden City of Samal,Davo Del Norte
112317023,Mambago-A,,Island Garden City of Samal,Davo Del Norte
112317024,Mambago-B,,Island Garden City of Samal,Davo Del Norte
112317025,Miranda (Pob.),,Island Garden City of Samal,Davo Del Norte
112317026,Moncado (Pob.),,Island Garden City of Samal,Davo Del Norte
112317027,Pangubatan (Talicod I),,Island Garden City of Samal,Davo Del Norte
112317028,Peñaplata (Pob.),,Island Garden City of Samal,Davo Del Norte
112317029,Poblacion (Kaputian),,Island Garden City of Samal,Davo Del Norte
112317030,San Agustin,,Island Garden City of Samal,Davo Del Norte
112317031,San Antonio,,Island Garden City of Samal,Davo Del Norte
112317032,San Isidro (Babak),,Island Garden City of Samal,Davo Del Norte
112317033,San Isidro (Kaputian),,Island Garden City of Samal,Davo Del Norte
112317034,San Jose (San Lapuz),,Island Garden City of Samal,Davo Del Norte
112317035,San Miguel (Magamono),,Island Garden City of Samal,Davo Del Norte
112317036,San Remigio,,Island Garden City of Samal,Davo Del Norte
112317037,Santa Cruz (Talicod II),,Island Garden City of Samal,Davo Del Norte
112317038,Santo Niño,,Island Garden City of Samal,Davo Del Norte
112317039,Sion (Zion),,Island Garden City of Samal,Davo Del Norte
112317040,Tagbaobo,,Island Garden City of Samal,Davo Del Norte
112317041,Tagbay,,Island Garden City of Samal,Davo Del Norte
112317042,Tagbitan-ag,,Island Garden City of Samal,Davo Del Norte
112317043,Tagdaliao,,Island Garden City of Samal,Davo Del Norte
112317044,Tagpopongan,,Island Garden City of Samal,Davo Del Norte
112317045,Tambo,,Island Garden City of Samal,Davo Del Norte
112317046,Toril,,Island Garden City of Samal,Davo Del Norte
112318000,SANTO TOMAS,,,Davo Del Norte
112318001,Balagunan,,Santos Tomas,Davo Del Norte
112318002,Bobongon,,Santos Tomas,Davo Del Norte
112318003,Esperanza,,Santos Tomas,Davo Del Norte
112318004,Kimamon,,Santos Tomas,Davo Del Norte
112318005,Kinamayan,,Santos Tomas,Davo Del Norte
112318006,La Libertad,,Santos Tomas,Davo Del Norte
112318007,Lungaog,,Santos Tomas,Davo Del Norte
112318008,Magwawa,,Santos Tomas,Davo Del Norte
112318009,New Katipunan,,Santos Tomas,Davo Del Norte
112318010,Pantaron,,Santos Tomas,Davo Del Norte
112318011,Tibal-og (Pob.),,Santos Tomas,Davo Del Norte
112318013,San Jose,,Santos Tomas,Davo Del Norte
112318014,San Miguel,,Santos Tomas,Davo Del Norte
112318015,Talomo,,Santos Tomas,Davo Del Norte
112318016,Casig-Ang,,Santos Tomas,Davo Del Norte
112318017,New Visayas,,Santos Tomas,Davo Del Norte
112318018,Salvacion,,Santos Tomas,Davo Del Norte
112318019,San Vicente,,Santos Tomas,Davo Del Norte
112318020,Tulalian,,Santos Tomas,Davo Del Norte
112319000,CITY OF TAGUM,,,Davo Del Norte
112319001,Apokon,,Tagum,Davo Del Norte
112319003,Bincungan,,Tagum,Davo Del Norte
112319004,Busaon,,Tagum,Davo Del Norte
112319005,Canocotan,,Tagum,Davo Del Norte
112319006,Cuambogan,,Tagum,Davo Del Norte
112319007,La Filipina,,Tagum,Davo Del Norte
112319008,Liboganon,,Tagum,Davo Del Norte
112319009,Madaum,,Tagum,Davo Del Norte
112319010,Magdum,,Tagum,Davo Del Norte
112319011,Mankilam,,Tagum,Davo Del Norte
112319012,New Balamban,,Tagum,Davo Del Norte
112319013,Nueva Fuerza,,Tagum,Davo Del Norte
112319014,Pagsabangan,,Tagum,Davo Del Norte
112319015,Pandapan,,Tagum,Davo Del Norte
112319016,Magugpo Poblacion,,Tagum,Davo Del Norte
112319018,San Agustin,,Tagum,Davo Del Norte
112319019,San Isidro,,Tagum,Davo Del Norte
112319020,San Miguel (Camp 4),,Tagum,Davo Del Norte
112319022,Visayan Village,,Tagum,Davo Del Norte
112319023,Magugpo East,,Tagum,Davo Del Norte
112319024,Magugpo North,,Tagum,Davo Del Norte
112319025,Magugpo South,,Tagum,Davo Del Norte
112319026,Magugpo West,,Tagum,Davo Del Norte
112322000,TALAINGOD,,,Davo Del Norte
112322001,Dagohoy,,Talaingod,Davo Del Norte
112322002,Palma Gil,,Talaingod,Davo Del Norte
112322003,Santo Niño,,Talaingod,Davo Del Norte
112323000,BRAULIO E. DUJALI,,,Davo Del Norte
112323001,Cabay-Angan,,Braulio E. Dujali,Davo Del Norte
112323002,Dujali,,Braulio E. Dujali,Davo Del Norte
112323003,Magupising,,Braulio E. Dujali,Davo Del Norte
112323004,New Casay,,Braulio E. Dujali,Davo Del Norte
112323005,Tanglaw,,Braulio E. Dujali,Davo Del Norte
112324000,SAN ISIDRO,,,Davo Del Norte
112324001,Dacudao,,San Isidro,Davo Del Norte
112324002,Datu Balong,,San Isidro,Davo Del Norte
112324003,Igangon,,San Isidro,Davo Del Norte
112324004,Kipalili,,San Isidro,Davo Del Norte
112324005,Libuton,,San Isidro,Davo Del Norte
112324006,Linao,,San Isidro,Davo Del Norte
112324007,Mamangan,,San Isidro,Davo Del Norte
112324008,Monte Dujali,,San Isidro,Davo Del Norte
112324009,Pinamuno,,San Isidro,Davo Del Norte
112324010,Sabangan,,San Isidro,Davo Del Norte
112324011,San Miguel,,San Isidro,Davo Del Norte
112324012,Santo Niño,,San Isidro,Davo Del Norte
112324013,Sawata,,San Isidro,Davo Del Norte
112400000,DAVAO DEL SUR,,,
112401000,BANSALAN,,,Davao Del Sur
112401001,Alegre,,Bansalan,Davao Del Sur
112401002,Alta Vista,,Bansalan,Davao Del Sur
112401003,Anonang,,Bansalan,Davao Del Sur
112401004,Bitaug,,Bansalan,Davao Del Sur
112401005,Bonifacio,,Bansalan,Davao Del Sur
112401006,Buenavista,,Bansalan,Davao Del Sur
112401007,Darapuay,,Bansalan,Davao Del Sur
112401008,Dolo,,Bansalan,Davao Del Sur
112401009,Eman,,Bansalan,Davao Del Sur
112401010,Kinuskusan,,Bansalan,Davao Del Sur
112401011,Libertad,,Bansalan,Davao Del Sur
112401012,Linawan,,Bansalan,Davao Del Sur
112401013,Mabuhay,,Bansalan,Davao Del Sur
112401014,Mabunga,,Bansalan,Davao Del Sur
112401015,Managa,,Bansalan,Davao Del Sur
112401016,Marber,,Bansalan,Davao Del Sur
112401017,New Clarin (Miral),,Bansalan,Davao Del Sur
112401018,Poblacion,,Bansalan,Davao Del Sur
112401019,Rizal,,Bansalan,Davao Del Sur
112401020,Santo Niño,,Bansalan,Davao Del Sur
112401021,Sibayan,,Bansalan,Davao Del Sur
112401022,Tinongtongan,,Bansalan,Davao Del Sur
112401023,Tubod,,Bansalan,Davao Del Sur
112401024,Union,,Bansalan,Davao Del Sur
112401025,Poblacion Dos,,Bansalan,Davao Del Sur
112402000,CITY OF DAVAO,,,Davao Del Sur
112402001,Acacia,,Davao,Davao Del Sur
112402002,Agdao,,Davao,Davao Del Sur
112402003,Alambre,,Davao,Davao Del Sur
112402004,Atan-Awe,,Davao,Davao Del Sur
112402005,Bago Gallera,,Davao,Davao Del Sur
112402006,Bago Oshiro,,Davao,Davao Del Sur
112402007,Baguio (Pob.),,Davao,Davao Del Sur
112402009,Balengaeng,,Davao,Davao Del Sur
112402010,Baliok,,Davao,Davao Del Sur
112402012,Bangkas Heights,,Davao,Davao Del Sur
112402013,Baracatan,,Davao,Davao Del Sur
112402014,Bato,,Davao,Davao Del Sur
112402015,Bayabas,,Davao,Davao Del Sur
112402016,Biao Escuela,,Davao,Davao Del Sur
112402017,Biao Guianga,,Davao,Davao Del Sur
112402018,Biao Joaquin,,Davao,Davao Del Sur
112402019,Binugao,,Davao,Davao Del Sur
112402020,Bucana,,Davao,Davao Del Sur
112402021,Buhangin (Pob.),,Davao,Davao Del Sur
112402022,Bunawan (Pob.),,Davao,Davao Del Sur
112402023,Cabantian,,Davao,Davao Del Sur
112402024,Cadalian,,Davao,Davao Del Sur
112402026,Calinan (Pob.),,Davao,Davao Del Sur
112402027,Callawa,,Davao,Davao Del Sur
112402028,Camansi,,Davao,Davao Del Sur
112402029,Carmen,,Davao,Davao Del Sur
112402030,Catalunan Grande,,Davao,Davao Del Sur
112402031,Catalunan Pequeño,,Davao,Davao Del Sur
112402032,Catigan,,Davao,Davao Del Sur
112402033,Cawayan,,Davao,Davao Del Sur
112402034,Colosas,,Davao,Davao Del Sur
112402035,Communal,,Davao,Davao Del Sur
112402036,Crossing Bayabas,,Davao,Davao Del Sur
112402037,Dacudao,,Davao,Davao Del Sur
112402038,Dalag,,Davao,Davao Del Sur
112402039,Dalagdag,,Davao,Davao Del Sur
112402040,Daliao,,Davao,Davao Del Sur
112402041,Daliaon Plantation,,Davao,Davao Del Sur
112402042,Dominga,,Davao,Davao Del Sur
112402043,Dumoy,,Davao,Davao Del Sur
112402044,Eden,,Davao,Davao Del Sur
112402045,Fatima (Benowang),,Davao,Davao Del Sur
112402047,Gatungan,,Davao,Davao Del Sur
112402048,Gumalang,,Davao,Davao Del Sur
112402049,Ilang,,Davao,Davao Del Sur
112402050,Indangan,,Davao,Davao Del Sur
112402051,Kilate,,Davao,Davao Del Sur
112402052,Lacson,,Davao,Davao Del Sur
112402053,Lamanan,,Davao,Davao Del Sur
112402054,Lampianao,,Davao,Davao Del Sur
112402055,Langub,,Davao,Davao Del Sur
112402056,Alejandra Navarro (Lasang),,Davao,Davao Del Sur
112402057,Lizada,,Davao,Davao Del Sur
112402058,Los Amigos,,Davao,Davao Del Sur
112402059,Lubogan,,Davao,Davao Del Sur
112402060,Lumiad,,Davao,Davao Del Sur
112402061,Ma-a,,Davao,Davao Del Sur
112402062,Mabuhay,,Davao,Davao Del Sur
112402063,Magtuod,,Davao,Davao Del Sur
112402064,Mahayag,,Davao,Davao Del Sur
112402065,Malabog,,Davao,Davao Del Sur
112402066,Malagos,,Davao,Davao Del Sur
112402067,Malamba,,Davao,Davao Del Sur
112402068,Manambulan,,Davao,Davao Del Sur
112402069,Mandug,,Davao,Davao Del Sur
112402070,Manuel Guianga,,Davao,Davao Del Sur
112402071,Mapula,,Davao,Davao Del Sur
112402072,Marapangi,,Davao,Davao Del Sur
112402073,Marilog,,Davao,Davao Del Sur
112402074,Matina Aplaya,,Davao,Davao Del Sur
112402075,Matina Crossing,,Davao,Davao Del Sur
112402077,Matina Pangi,,Davao,Davao Del Sur
112402078,Matina Biao,,Davao,Davao Del Sur
112402079,Mintal,,Davao,Davao Del Sur
112402080,Mudiang,,Davao,Davao Del Sur
112402081,Mulig,,Davao,Davao Del Sur
112402082,New Carmen,,Davao,Davao Del Sur
112402083,New Valencia,,Davao,Davao Del Sur
112402086,Pampanga,,Davao,Davao Del Sur
112402087,Panacan,,Davao,Davao Del Sur
112402088,Panalum,,Davao,Davao Del Sur
112402089,Pandaitan,,Davao,Davao Del Sur
112402090,Pangyan,,Davao,Davao Del Sur
112402091,Paquibato (Pob.),,Davao,Davao Del Sur
112402092,Paradise Embak,,Davao,Davao Del Sur
112402097,Riverside,,Davao,Davao Del Sur
112402098,Salapawan,,Davao,Davao Del Sur
112402099,Salaysay,,Davao,Davao Del Sur
112402100,San Isidro (Licanan),,Davao,Davao Del Sur
112402101,Sasa,,Davao,Davao Del Sur
112402102,Sibulan,,Davao,Davao Del Sur
112402104,Sirawan,,Davao,Davao Del Sur
112402105,Sirib,,Davao,Davao Del Sur
112402106,Suawan (Tuli),,Davao,Davao Del Sur
112402107,Subasta,,Davao,Davao Del Sur
112402108,Sumimao,,Davao,Davao Del Sur
112402110,Tacunan,,Davao,Davao Del Sur
112402112,Tagakpan,,Davao,Davao Del Sur
112402113,Tagluno,,Davao,Davao Del Sur
112402114,Tagurano,,Davao,Davao Del Sur
112402115,Talandang,,Davao,Davao Del Sur
112402116,Talomo (Pob.),,Davao,Davao Del Sur
112402117,Talomo River,,Davao,Davao Del Sur
112402118,Tamayong,,Davao,Davao Del Sur
112402119,Tambobong,,Davao,Davao Del Sur
112402120,Tamugan,,Davao,Davao Del Sur
112402121,Tapak,,Davao,Davao Del Sur
112402122,Tawan-tawan,,Davao,Davao Del Sur
112402123,Tibuloy,,Davao,Davao Del Sur
112402124,Tibungco,,Davao,Davao Del Sur
112402125,Tigatto,,Davao,Davao Del Sur
112402126,Toril (Pob.),,Davao,Davao Del Sur
112402127,Tugbok (Pob.),,Davao,Davao Del Sur
112402128,Tungakalan,,Davao,Davao Del Sur
112402129,Ula,,Davao,Davao Del Sur
112402131,Wangan,,Davao,Davao Del Sur
112402133,Wines,,Davao,Davao Del Sur
112402134,Barangay 1-A (Pob.),,Davao,Davao Del Sur
112402135,Barangay 2-A (Pob.),,Davao,Davao Del Sur
112402136,Barangay 3-A (Pob.),,Davao,Davao Del Sur
112402137,Barangay 4-A (Pob.),,Davao,Davao Del Sur
112402138,Barangay 5-A (Pob.),,Davao,Davao Del Sur
112402139,Barangay 6-A (Pob.),,Davao,Davao Del Sur
112402140,Barangay 7-A (Pob.),,Davao,Davao Del Sur
112402141,Barangay 8-A (Pob.),,Davao,Davao Del Sur
112402142,Barangay 9-A (Pob.),,Davao,Davao Del Sur
112402143,Barangay 10-A (Pob.),,Davao,Davao Del Sur
112402144,Barangay 11-B (Pob.),,Davao,Davao Del Sur
112402145,Barangay 12-B (Pob.),,Davao,Davao Del Sur
112402146,Barangay 13-B (Pob.),,Davao,Davao Del Sur
112402147,Barangay 14-B (Pob.),,Davao,Davao Del Sur
112402148,Barangay 15-B (Pob.),,Davao,Davao Del Sur
112402149,Barangay 16-B (Pob.),,Davao,Davao Del Sur
112402150,Barangay 17-B (Pob.),,Davao,Davao Del Sur
112402151,Barangay 18-B (Pob.),,Davao,Davao Del Sur
112402152,Barangay 19-B (Pob.),,Davao,Davao Del Sur
112402153,Barangay 20-B (Pob.),,Davao,Davao Del Sur
112402154,Barangay 21-C (Pob.),,Davao,Davao Del Sur
112402155,Barangay 22-C (Pob.),,Davao,Davao Del Sur
112402156,Barangay 23-C (Pob.),,Davao,Davao Del Sur
112402157,Barangay 24-C (Pob.),,Davao,Davao Del Sur
112402158,Barangay 25-C (Pob.),,Davao,Davao Del Sur
112402159,Barangay 26-C (Pob.),,Davao,Davao Del Sur
112402160,Barangay 27-C (Pob.),,Davao,Davao Del Sur
112402161,Barangay 28-C (Pob.),,Davao,Davao Del Sur
112402162,Barangay 29-C (Pob.),,Davao,Davao Del Sur
112402163,Barangay 30-C (Pob.),,Davao,Davao Del Sur
112402164,Barangay 31-D (Pob.),,Davao,Davao Del Sur
112402165,Barangay 32-D (Pob.),,Davao,Davao Del Sur
112402166,Barangay 33-D (Pob.),,Davao,Davao Del Sur
112402167,Barangay 34-D (Pob.),,Davao,Davao Del Sur
112402168,Barangay 35-D (Pob.),,Davao,Davao Del Sur
112402169,Barangay 36-D (Pob.),,Davao,Davao Del Sur
112402170,Barangay 37-D (Pob.),,Davao,Davao Del Sur
112402171,Barangay 38-D (Pob.),,Davao,Davao Del Sur
112402172,Barangay 39-D (Pob.),,Davao,Davao Del Sur
112402173,Barangay 40-D (Pob.),,Davao,Davao Del Sur
112402174,Angalan,,Davao,Davao Del Sur
112402175,Baganihan,,Davao,Davao Del Sur
112402176,Bago Aplaya,,Davao,Davao Del Sur
112402177,Bantol,,Davao,Davao Del Sur
112402178,Buda,,Davao,Davao Del Sur
112402179,Centro (San Juan),,Davao,Davao Del Sur
112402180,Datu Salumay,,Davao,Davao Del Sur
112402181,Gov. Paciano Bangoy,,Davao,Davao Del Sur
112402182,Gov. Vicente Duterte,,Davao,Davao Del Sur
112402183,Gumitan,,Davao,Davao Del Sur
112402184,Inayangan,,Davao,Davao Del Sur
112402185,"Kap. Tomas Monteverde, Sr.",,Davao,Davao Del Sur
112402186,Lapu-lapu,,Davao,Davao Del Sur
112402187,"Leon Garcia, Sr.",,Davao,Davao Del Sur
112402188,Magsaysay,,Davao,Davao Del Sur
112402189,Megkawayan,,Davao,Davao Del Sur
112402190,Rafael Castillo,,Davao,Davao Del Sur
112402191,Saloy,,Davao,Davao Del Sur
112402192,San Antonio,,Davao,Davao Del Sur
112402193,Santo Niño,,Davao,Davao Del Sur
112402194,Ubalde,,Davao,Davao Del Sur
112402195,Waan,,Davao,Davao Del Sur
112402196,Wilfredo Aquino,,Davao,Davao Del Sur
112402197,Alfonso Angliongto Sr.,,Davao,Davao Del Sur
112402198,Vicente Hizon Sr.,,Davao,Davao Del Sur
112403000,CITY OF DIGOS,,,Davao Del Sur
112403001,Aplaya,,Digos,Davao Del Sur
112403002,Balabag,,Digos,Davao Del Sur
112403003,San Jose (Balutakay),,Digos,Davao Del Sur
112403004,Binaton,,Digos,Davao Del Sur
112403005,Cogon,,Digos,Davao Del Sur
112403006,Colorado,,Digos,Davao Del Sur
112403007,Dawis,,Digos,Davao Del Sur
112403008,Dulangan,,Digos,Davao Del Sur
112403009,Goma,,Digos,Davao Del Sur
112403010,Igpit,,Digos,Davao Del Sur
112403011,Kiagot,,Digos,Davao Del Sur
112403012,Lungag,,Digos,Davao Del Sur
112403013,Mahayahay,,Digos,Davao Del Sur
112403014,Matti,,Digos,Davao Del Sur
112403019,Kapatagan (Rizal),,Digos,Davao Del Sur
112403020,Ruparan,,Digos,Davao Del Sur
112403021,San Agustin,,Digos,Davao Del Sur
112403022,San Miguel (Odaca),,Digos,Davao Del Sur
112403023,San Roque,,Digos,Davao Del Sur
112403024,Sinawilan,,Digos,Davao Del Sur
112403025,Soong,,Digos,Davao Del Sur
112403026,Tiguman,,Digos,Davao Del Sur
112403027,Tres De Mayo,,Digos,Davao Del Sur
112403028,Zone 1 (Pob.),,Digos,Davao Del Sur
112403029,Zone 2 (Pob.),,Digos,Davao Del Sur
112403030,Zone 3 (Pob.),,Digos,Davao Del Sur
112404000,HAGONOY,,,Davao Del Sur
112404002,Balutakay,,Hagonoy,Davao Del Sur
112404005,Clib,,Hagonoy,Davao Del Sur
112404006,Guihing Aplaya,,Hagonoy,Davao Del Sur
112404007,Guihing,,Hagonoy,Davao Del Sur
112404008,Hagonoy Crossing,,Hagonoy,Davao Del Sur
112404009,Kibuaya,,Hagonoy,Davao Del Sur
112404010,La Union,,Hagonoy,Davao Del Sur
112404011,Lanuro,,Hagonoy,Davao Del Sur
112404012,Lapulabao,,Hagonoy,Davao Del Sur
112404013,Leling,,Hagonoy,Davao Del Sur
112404014,Mahayahay,,Hagonoy,Davao Del Sur
112404017,Malabang Damsite,,Hagonoy,Davao Del Sur
112404018,Maliit Digos,,Hagonoy,Davao Del Sur
112404019,New Quezon,,Hagonoy,Davao Del Sur
112404020,Paligue,,Hagonoy,Davao Del Sur
112404021,Poblacion,,Hagonoy,Davao Del Sur
112404022,Sacub,,Hagonoy,Davao Del Sur
112404023,San Guillermo,,Hagonoy,Davao Del Sur
112404024,San Isidro,,Hagonoy,Davao Del Sur
112404025,Sinayawan,,Hagonoy,Davao Del Sur
112404026,Tologan,,Hagonoy,Davao Del Sur
112406000,KIBLAWAN,,,Davao Del Sur
112406001,Abnate,,Kiblawan,Davao Del Sur
112406002,Bagong Negros,,Kiblawan,Davao Del Sur
112406003,Bagong Silang,,Kiblawan,Davao Del Sur
112406004,Bagumbayan,,Kiblawan,Davao Del Sur
112406005,Balasiao,,Kiblawan,Davao Del Sur
112406007,Bonifacio,,Kiblawan,Davao Del Sur
112406008,Bunot,,Kiblawan,Davao Del Sur
112406009,Cogon-Bacaca,,Kiblawan,Davao Del Sur
112406010,Dapok,,Kiblawan,Davao Del Sur
112406011,Ihan,,Kiblawan,Davao Del Sur
112406012,Kibongbong,,Kiblawan,Davao Del Sur
112406013,Kimlawis,,Kiblawan,Davao Del Sur
112406015,Kisulan,,Kiblawan,Davao Del Sur
112406016,Lati-an,,Kiblawan,Davao Del Sur
112406017,Manual,,Kiblawan,Davao Del Sur
112406018,Maraga-a,,Kiblawan,Davao Del Sur
112406019,Molopolo,,Kiblawan,Davao Del Sur
112406020,New Sibonga,,Kiblawan,Davao Del Sur
112406021,Panaglib,,Kiblawan,Davao Del Sur
112406022,Pasig,,Kiblawan,Davao Del Sur
112406023,Poblacion,,Kiblawan,Davao Del Sur
112406024,Pocaleel,,Kiblawan,Davao Del Sur
112406025,San Isidro,,Kiblawan,Davao Del Sur
112406026,San Jose,,Kiblawan,Davao Del Sur
112406027,San Pedro,,Kiblawan,Davao Del Sur
