,code,name,submun,city,province,address
258,133901265,Barangay 264,Tondo,Manila,Metro Manila,"Barangay 264,Tondo,Manila,Metro Manila"
259,133901266,Barangay 265,Tondo,Manila,Metro Manila,"Barangay 265,Tondo,Manila,Metro Manila"
260,133901267,Barangay 266,Tondo,Manila,Metro Manila,"Barangay 266,Tondo,Manila,Metro Manila"
261,133901268,Barangay 267,Tondo,Manila,Metro Manila,"Barangay 267,Tondo,Manila,Metro Manila"
262,133902000,BINONDO,,SubMun,,"BINONDO,SubMun"
263,133902001,Barangay 287,Binondo,Manila,Metro Manila,"Barangay 287,Binondo,Manila,Metro Manila"
264,133902002,Barangay 288,Binondo,Manila,Metro Manila,"Barangay 288,Binondo,Manila,Metro Manila"
265,133902003,Barangay 289,Binondo,Manila,Metro Manila,"Barangay 289,Binondo,Manila,Metro Manila"
266,133902004,Barangay 290,Binondo,Manila,Metro Manila,"Barangay 290,Binondo,Manila,Metro Manila"
267,133902005,Barangay 291,Binondo,Manila,Metro Manila,"Barangay 291,Binondo,Manila,Metro Manila"
268,133902006,Barangay 292,Binondo,Manila,Metro Manila,"Barangay 292,Binondo,Manila,Metro Manila"
269,133902007,Barangay 293,Binondo,Manila,Metro Manila,"Barangay 293,Binondo,Manila,Metro Manila"
270,133902008,Barangay 294,Binondo,Manila,Metro Manila,"Barangay 294,Binondo,Manila,Metro Manila"
271,133902009,Barangay 295,Binondo,Manila,Metro Manila,"Barangay 295,Binondo,Manila,Metro Manila"
272,133902010,Barangay 296,Binondo,Manila,Metro Manila,"Barangay 296,Binondo,Manila,Metro Manila"
273,133903000,QUIAPO,,Manila,Metro Manila,"QUIAPO,Manila,Metro Manila"
274,133903003,Barangay 383,Quiapo,Manila,Metro Manila,"Barangay 383,Quiapo,Manila,Metro Manila"
275,133903004,Barangay 384,Quiapo,Manila,Metro Manila,"Barangay 384,Quiapo,Manila,Metro Manila"
276,133903005,Barangay 385,Quiapo,Manila,Metro Manila,"Barangay 385,Quiapo,Manila,Metro Manila"
277,133903006,Barangay 386,Quiapo,Manila,Metro Manila,"Barangay 386,Quiapo,Manila,Metro Manila"
278,133903007,Barangay 387,Quiapo,Manila,Metro Manila,"Barangay 387,Quiapo,Manila,Metro Manila"
279,133903008,Barangay 388,Quiapo,Manila,Metro Manila,"Barangay 388,Quiapo,Manila,Metro Manila"
280,133903009,Barangay 389,Quiapo,Manila,Metro Manila,"Barangay 389,Quiapo,Manila,Metro Manila"
281,133903010,Barangay 390,Quiapo,Manila,Metro Manila,"Barangay 390,Quiapo,Manila,Metro Manila"
282,133903011,Barangay 391,Quiapo,Manila,Metro Manila,"Barangay 391,Quiapo,Manila,Metro Manila"
283,133903012,Barangay 392,Quiapo,Manila,Metro Manila,"Barangay 392,Quiapo,Manila,Metro Manila"
284,133903013,Barangay 393,Quiapo,Manila,Metro Manila,"Barangay 393,Quiapo,Manila,Metro Manila"
285,133903014,Barangay 394,Quiapo,Manila,Metro Manila,"Barangay 394,Quiapo,Manila,Metro Manila"
286,133903015,Barangay 306,Quiapo,Manila,Metro Manila,"Barangay 306,Quiapo,Manila,Metro Manila"
287,133903016,Barangay 307,Quiapo,Manila,Metro Manila,"Barangay 307,Quiapo,Manila,Metro Manila"
288,133903017,Barangay 308,Quiapo,Manila,Metro Manila,"Barangay 308,Quiapo,Manila,Metro Manila"
289,133903018,Barangay 309,Quiapo,Manila,Metro Manila,"Barangay 309,Quiapo,Manila,Metro Manila"
290,133904000,SAN NICOLAS,,Manila,Metro Manila,"SAN NICOLAS,Manila,Metro Manila"
291,133904001,Barangay 268,San Nicolas,Manila,Metro Manila,"Barangay 268,San Nicolas,Manila,Metro Manila"
292,133904002,Barangay 269,San Nicolas,Manila,Metro Manila,"Barangay 269,San Nicolas,Manila,Metro Manila"
293,133904003,Barangay 270,San Nicolas,Manila,Metro Manila,"Barangay 270,San Nicolas,Manila,Metro Manila"
294,133904004,Barangay 271,San Nicolas,Manila,Metro Manila,"Barangay 271,San Nicolas,Manila,Metro Manila"
295,133904005,Barangay 272,San Nicolas,Manila,Metro Manila,"Barangay 272,San Nicolas,Manila,Metro Manila"
296,133904006,Barangay 273,San Nicolas,Manila,Metro Manila,"Barangay 273,San Nicolas,Manila,Metro Manila"
297,133904007,Barangay 274,San Nicolas,Manila,Metro Manila,"Barangay 274,San Nicolas,Manila,Metro Manila"
298,133904008,Barangay 275,San Nicolas,Manila,Metro Manila,"Barangay 275,San Nicolas,Manila,Metro Manila"
299,133904009,Barangay 276,San Nicolas,Manila,Metro Manila,"Barangay 276,San Nicolas,Manila,Metro Manila"
300,133904014,Barangay 281,San Nicolas,Manila,Metro Manila,"Barangay 281,San Nicolas,Manila,Metro Manila"
301,133904015,Barangay 282,San Nicolas,Manila,Metro Manila,"Barangay 282,San Nicolas,Manila,Metro Manila"
302,133904016,Barangay 283,San Nicolas,Manila,Metro Manila,"Barangay 283,San Nicolas,Manila,Metro Manila"
303,133904017,Barangay 284,San Nicolas,Manila,Metro Manila,"Barangay 284,San Nicolas,Manila,Metro Manila"
304,133904018,Barangay 285,San Nicolas,Manila,Metro Manila,"Barangay 285,San Nicolas,Manila,Metro Manila"
305,133904019,Barangay 286,San Nicolas,Manila,Metro Manila,"Barangay 286,San Nicolas,Manila,Metro Manila"
306,133905000,SANTA CRUZ,,SubMun,,"SANTA CRUZ,SubMun"
307,133905001,Barangay 297,Santa Cruz,Manila,Metro Manila,"Barangay 297,Santa Cruz,Manila,Metro Manila"
308,133905002,Barangay 298,Santa Cruz,Manila,Metro Manila,"Barangay 298,Santa Cruz,Manila,Metro Manila"
309,133905003,Barangay 299,Santa Cruz,Manila,Metro Manila,"Barangay 299,Santa Cruz,Manila,Metro Manila"
310,133905004,Barangay 300,Santa Cruz,Manila,Metro Manila,"Barangay 300,Santa Cruz,Manila,Metro Manila"
311,133905005,Barangay 301,Santa Cruz,Manila,Metro Manila,"Barangay 301,Santa Cruz,Manila,Metro Manila"
312,133905006,Barangay 302,Santa Cruz,Manila,Metro Manila,"Barangay 302,Santa Cruz,Manila,Metro Manila"
313,133905007,Barangay 303,Santa Cruz,Manila,Metro Manila,"Barangay 303,Santa Cruz,Manila,Metro Manila"
314,133905008,Barangay 304,Santa Cruz,Manila,Metro Manila,"Barangay 304,Santa Cruz,Manila,Metro Manila"
315,133905009,Barangay 305,Santa Cruz,Manila,Metro Manila,"Barangay 305,Santa Cruz,Manila,Metro Manila"
316,133905012,Barangay 310,Santa Cruz,Manila,Metro Manila,"Barangay 310,Santa Cruz,Manila,Metro Manila"
317,133905013,Barangay 311,Santa Cruz,Manila,Metro Manila,"Barangay 311,Santa Cruz,Manila,Metro Manila"
318,133905014,Barangay 312,Santa Cruz,Manila,Metro Manila,"Barangay 312,Santa Cruz,Manila,Metro Manila"
319,133905015,Barangay 313,Santa Cruz,Manila,Metro Manila,"Barangay 313,Santa Cruz,Manila,Metro Manila"
320,133905016,Barangay 314,Santa Cruz,Manila,Metro Manila,"Barangay 314,Santa Cruz,Manila,Metro Manila"
321,133905017,Barangay 315,Santa Cruz,Manila,Metro Manila,"Barangay 315,Santa Cruz,Manila,Metro Manila"
322,133905018,Barangay 316,Santa Cruz,Manila,Metro Manila,"Barangay 316,Santa Cruz,Manila,Metro Manila"
323,133905019,Barangay 317,Santa Cruz,Manila,Metro Manila,"Barangay 317,Santa Cruz,Manila,Metro Manila"
324,133905020,Barangay 318,Santa Cruz,Manila,Metro Manila,"Barangay 318,Santa Cruz,Manila,Metro Manila"
325,133905021,Barangay 319,Santa Cruz,Manila,Metro Manila,"Barangay 319,Santa Cruz,Manila,Metro Manila"
326,133905022,Barangay 320,Santa Cruz,Manila,Metro Manila,"Barangay 320,Santa Cruz,Manila,Metro Manila"
327,133905023,Barangay 321,Santa Cruz,Manila,Metro Manila,"Barangay 321,Santa Cruz,Manila,Metro Manila"
328,133905024,Barangay 322,Santa Cruz,Manila,Metro Manila,"Barangay 322,Santa Cruz,Manila,Metro Manila"
329,133905025,Barangay 323,Santa Cruz,Manila,Metro Manila,"Barangay 323,Santa Cruz,Manila,Metro Manila"
330,133905026,Barangay 324,Santa Cruz,Manila,Metro Manila,"Barangay 324,Santa Cruz,Manila,Metro Manila"
331,133905027,Barangay 325,Santa Cruz,Manila,Metro Manila,"Barangay 325,Santa Cruz,Manila,Metro Manila"
332,133905028,Barangay 326,Santa Cruz,Manila,Metro Manila,"Barangay 326,Santa Cruz,Manila,Metro Manila"
333,133905029,Barangay 327,Santa Cruz,Manila,Metro Manila,"Barangay 327,Santa Cruz,Manila,Metro Manila"
334,133905030,Barangay 328,Santa Cruz,Manila,Metro Manila,"Barangay 328,Santa Cruz,Manila,Metro Manila"
335,133905031,Barangay 329,Santa Cruz,Manila,Metro Manila,"Barangay 329,Santa Cruz,Manila,Metro Manila"
336,133905032,Barangay 330,Santa Cruz,Manila,Metro Manila,"Barangay 330,Santa Cruz,Manila,Metro Manila"
337,133905033,Barangay 331,Santa Cruz,Manila,Metro Manila,"Barangay 331,Santa Cruz,Manila,Metro Manila"
338,133905034,Barangay 332,Santa Cruz,Manila,Metro Manila,"Barangay 332,Santa Cruz,Manila,Metro Manila"
339,133905035,Barangay 333,Santa Cruz,Manila,Metro Manila,"Barangay 333,Santa Cruz,Manila,Metro Manila"
340,133905036,Barangay 334,Santa Cruz,Manila,Metro Manila,"Barangay 334,Santa Cruz,Manila,Metro Manila"
341,133905037,Barangay 335,Santa Cruz,Manila,Metro Manila,"Barangay 335,Santa Cruz,Manila,Metro Manila"
342,133905038,Barangay 336,Santa Cruz,Manila,Metro Manila,"Barangay 336,Santa Cruz,Manila,Metro Manila"
343,133905039,Barangay 337,Santa Cruz,Manila,Metro Manila,"Barangay 337,Santa Cruz,Manila,Metro Manila"
344,133905040,Barangay 338,Santa Cruz,Manila,Metro Manila,"Barangay 338,Santa Cruz,Manila,Metro Manila"
345,133905041,Barangay 339,Santa Cruz,Manila,Metro Manila,"Barangay 339,Santa Cruz,Manila,Metro Manila"
346,133905042,Barangay 340,Santa Cruz,Manila,Metro Manila,"Barangay 340,Santa Cruz,Manila,Metro Manila"
347,133905043,Barangay 341,Santa Cruz,Manila,Metro Manila,"Barangay 341,Santa Cruz,Manila,Metro Manila"
348,133905044,Barangay 342,Santa Cruz,Manila,Metro Manila,"Barangay 342,Santa Cruz,Manila,Metro Manila"
349,133905045,Barangay 343,Santa Cruz,Manila,Metro Manila,"Barangay 343,Santa Cruz,Manila,Metro Manila"
350,133905046,Barangay 344,Santa Cruz,Manila,Metro Manila,"Barangay 344,Santa Cruz,Manila,Metro Manila"
351,133905047,Barangay 345,Santa Cruz,Manila,Metro Manila,"Barangay 345,Santa Cruz,Manila,Metro Manila"
352,133905048,Barangay 346,Santa Cruz,Manila,Metro Manila,"Barangay 346,Santa Cruz,Manila,Metro Manila"
353,133905049,Barangay 347,Santa Cruz,Manila,Metro Manila,"Barangay 347,Santa Cruz,Manila,Metro Manila"
354,133905050,Barangay 348,Santa Cruz,Manila,Metro Manila,"Barangay 348,Santa Cruz,Manila,Metro Manila"
355,133905051,Barangay 349,Santa Cruz,Manila,Metro Manila,"Barangay 349,Santa Cruz,Manila,Metro Manila"
356,133905052,Barangay 350,Santa Cruz,Manila,Metro Manila,"Barangay 350,Santa Cruz,Manila,Metro Manila"
357,133905053,Barangay 351,Santa Cruz,Manila,Metro Manila,"Barangay 351,Santa Cruz,Manila,Metro Manila"
358,133905054,Barangay 352,Santa Cruz,Manila,Metro Manila,"Barangay 352,Santa Cruz,Manila,Metro Manila"
359,133905055,Barangay 353,Santa Cruz,Manila,Metro Manila,"Barangay 353,Santa Cruz,Manila,Metro Manila"
360,133905056,Barangay 354,Santa Cruz,Manila,Metro Manila,"Barangay 354,Santa Cruz,Manila,Metro Manila"
361,133905057,Barangay 355,Santa Cruz,Manila,Metro Manila,"Barangay 355,Santa Cruz,Manila,Metro Manila"
362,133905058,Barangay 356,Santa Cruz,Manila,Metro Manila,"Barangay 356,Santa Cruz,Manila,Metro Manila"
363,133905059,Barangay 357,Santa Cruz,Manila,Metro Manila,"Barangay 357,Santa Cruz,Manila,Metro Manila"
364,133905060,Barangay 358,Santa Cruz,Manila,Metro Manila,"Barangay 358,Santa Cruz,Manila,Metro Manila"
365,133905061,Barangay 359,Santa Cruz,Manila,Metro Manila,"Barangay 359,Santa Cruz,Manila,Metro Manila"
366,133905062,Barangay 360,Santa Cruz,Manila,Metro Manila,"Barangay 360,Santa Cruz,Manila,Metro Manila"
367,133905063,Barangay 361,Santa Cruz,Manila,Metro Manila,"Barangay 361,Santa Cruz,Manila,Metro Manila"
368,133905064,Barangay 362,Santa Cruz,Manila,Metro Manila,"Barangay 362,Santa Cruz,Manila,Metro Manila"
369,133905065,Barangay 363,Santa Cruz,Manila,Metro Manila,"Barangay 363,Santa Cruz,Manila,Metro Manila"
370,133905066,Barangay 364,Santa Cruz,Manila,Metro Manila,"Barangay 364,Santa Cruz,Manila,Metro Manila"
371,133905067,Barangay 365,Santa Cruz,Manila,Metro Manila,"Barangay 365,Santa Cruz,Manila,Metro Manila"
372,133905069,Barangay 366,Santa Cruz,Manila,Metro Manila,"Barangay 366,Santa Cruz,Manila,Metro Manila"
373,133905070,Barangay 367,Santa Cruz,Manila,Metro Manila,"Barangay 367,Santa Cruz,Manila,Metro Manila"
374,133905071,Barangay 368,Santa Cruz,Manila,Metro Manila,"Barangay 368,Santa Cruz,Manila,Metro Manila"
375,133905072,Barangay 369,Santa Cruz,Manila,Metro Manila,"Barangay 369,Santa Cruz,Manila,Metro Manila"
376,133905073,Barangay 370,Santa Cruz,Manila,Metro Manila,"Barangay 370,Santa Cruz,Manila,Metro Manila"
377,133905074,Barangay 371,Santa Cruz,Manila,Metro Manila,"Barangay 371,Santa Cruz,Manila,Metro Manila"
378,133905075,Barangay 372,Santa Cruz,Manila,Metro Manila,"Barangay 372,Santa Cruz,Manila,Metro Manila"
379,133905076,Barangay 373,Santa Cruz,Manila,Metro Manila,"Barangay 373,Santa Cruz,Manila,Metro Manila"
380,133905077,Barangay 374,Santa Cruz,Manila,Metro Manila,"Barangay 374,Santa Cruz,Manila,Metro Manila"
381,133905078,Barangay 375,Santa Cruz,Manila,Metro Manila,"Barangay 375,Santa Cruz,Manila,Metro Manila"
382,133905079,Barangay 376,Santa Cruz,Manila,Metro Manila,"Barangay 376,Santa Cruz,Manila,Metro Manila"
383,133905080,Barangay 377,Santa Cruz,Manila,Metro Manila,"Barangay 377,Santa Cruz,Manila,Metro Manila"
384,133905081,Barangay 378,Santa Cruz,Manila,Metro Manila,"Barangay 378,Santa Cruz,Manila,Metro Manila"
385,133905082,Barangay 379,Santa Cruz,Manila,Metro Manila,"Barangay 379,Santa Cruz,Manila,Metro Manila"
386,133905083,Barangay 380,Santa Cruz,Manila,Metro Manila,"Barangay 380,Santa Cruz,Manila,Metro Manila"
387,133905084,Barangay 381,Santa Cruz,Manila,Metro Manila,"Barangay 381,Santa Cruz,Manila,Metro Manila"
388,133905085,Barangay 382,Santa Cruz,Manila,Metro Manila,"Barangay 382,Santa Cruz,Manila,Metro Manila"
389,133906000,SAMPALOC,,Manila,Metro Manila,"SAMPALOC,Manila,Metro Manila"
390,133906001,Barangay 395,Sampaloc,Manila,Metro Manila,"Barangay 395,Sampaloc,Manila,Metro Manila"
391,133906002,Barangay 396,Sampaloc,Manila,Metro Manila,"Barangay 396,Sampaloc,Manila,Metro Manila"
392,133906003,Barangay 397,Sampaloc,Manila,Metro Manila,"Barangay 397,Sampaloc,Manila,Metro Manila"
393,133906004,Barangay 398,Sampaloc,Manila,Metro Manila,"Barangay 398,Sampaloc,Manila,Metro Manila"
394,133906005,Barangay 399,Sampaloc,Manila,Metro Manila,"Barangay 399,Sampaloc,Manila,Metro Manila"
395,133906006,Barangay 400,Sampaloc,Manila,Metro Manila,"Barangay 400,Sampaloc,Manila,Metro Manila"
396,133906007,Barangay 401,Sampaloc,Manila,Metro Manila,"Barangay 401,Sampaloc,Manila,Metro Manila"
397,133906008,Barangay 402,Sampaloc,Manila,Metro Manila,"Barangay 402,Sampaloc,Manila,Metro Manila"
398,133906009,Barangay 403,Sampaloc,Manila,Metro Manila,"Barangay 403,Sampaloc,Manila,Metro Manila"
399,133906010,Barangay 404,Sampaloc,Manila,Metro Manila,"Barangay 404,Sampaloc,Manila,Metro Manila"
400,133906011,Barangay 405,Sampaloc,Manila,Metro Manila,"Barangay 405,Sampaloc,Manila,Metro Manila"
401,133906012,Barangay 406,Sampaloc,Manila,Metro Manila,"Barangay 406,Sampaloc,Manila,Metro Manila"
402,133906013,Barangay 407,Sampaloc,Manila,Metro Manila,"Barangay 407,Sampaloc,Manila,Metro Manila"
403,133906014,Barangay 408,Sampaloc,Manila,Metro Manila,"Barangay 408,Sampaloc,Manila,Metro Manila"
404,133906015,Barangay 409,Sampaloc,Manila,Metro Manila,"Barangay 409,Sampaloc,Manila,Metro Manila"
405,133906016,Barangay 410,Sampaloc,Manila,Metro Manila,"Barangay 410,Sampaloc,Manila,Metro Manila"
406,133906017,Barangay 411,Sampaloc,Manila,Metro Manila,"Barangay 411,Sampaloc,Manila,Metro Manila"
407,133906018,Barangay 412,Sampaloc,Manila,Metro Manila,"Barangay 412,Sampaloc,Manila,Metro Manila"
408,133906019,Barangay 413,Sampaloc,Manila,Metro Manila,"Barangay 413,Sampaloc,Manila,Metro Manila"
409,133906020,Barangay 414,Sampaloc,Manila,Metro Manila,"Barangay 414,Sampaloc,Manila,Metro Manila"
410,133906021,Barangay 415,Sampaloc,Manila,Metro Manila,"Barangay 415,Sampaloc,Manila,Metro Manila"
411,133906022,Barangay 416,Sampaloc,Manila,Metro Manila,"Barangay 416,Sampaloc,Manila,Metro Manila"
412,133906023,Barangay 417,Sampaloc,Manila,Metro Manila,"Barangay 417,Sampaloc,Manila,Metro Manila"
413,133906024,Barangay 418,Sampaloc,Manila,Metro Manila,"Barangay 418,Sampaloc,Manila,Metro Manila"
414,133906025,Barangay 419,Sampaloc,Manila,Metro Manila,"Barangay 419,Sampaloc,Manila,Metro Manila"
415,133906026,Barangay 420,Sampaloc,Manila,Metro Manila,"Barangay 420,Sampaloc,Manila,Metro Manila"
416,133906027,Barangay 421,Sampaloc,Manila,Metro Manila,"Barangay 421,Sampaloc,Manila,Metro Manila"
417,133906028,Barangay 422,Sampaloc,Manila,Metro Manila,"Barangay 422,Sampaloc,Manila,Metro Manila"
418,133906029,Barangay 423,Sampaloc,Manila,Metro Manila,"Barangay 423,Sampaloc,Manila,Metro Manila"
419,133906030,Barangay 424,Sampaloc,Manila,Metro Manila,"Barangay 424,Sampaloc,Manila,Metro Manila"
420,133906031,Barangay 425,Sampaloc,Manila,Metro Manila,"Barangay 425,Sampaloc,Manila,Metro Manila"
421,133906032,Barangay 426,Sampaloc,Manila,Metro Manila,"Barangay 426,Sampaloc,Manila,Metro Manila"
422,133906033,Barangay 427,Sampaloc,Manila,Metro Manila,"Barangay 427,Sampaloc,Manila,Metro Manila"
423,133906034,Barangay 428,Sampaloc,Manila,Metro Manila,"Barangay 428,Sampaloc,Manila,Metro Manila"
424,133906035,Barangay 429,Sampaloc,Manila,Metro Manila,"Barangay 429,Sampaloc,Manila,Metro Manila"
425,133906036,Barangay 430,Sampaloc,Manila,Metro Manila,"Barangay 430,Sampaloc,Manila,Metro Manila"
426,133906037,Barangay 431,Sampaloc,Manila,Metro Manila,"Barangay 431,Sampaloc,Manila,Metro Manila"
427,133906038,Barangay 432,Sampaloc,Manila,Metro Manila,"Barangay 432,Sampaloc,Manila,Metro Manila"
428,133906039,Barangay 433,Sampaloc,Manila,Metro Manila,"Barangay 433,Sampaloc,Manila,Metro Manila"
429,133906040,Barangay 434,Sampaloc,Manila,Metro Manila,"Barangay 434,Sampaloc,Manila,Metro Manila"
430,133906041,Barangay 435,Sampaloc,Manila,Metro Manila,"Barangay 435,Sampaloc,Manila,Metro Manila"
431,133906042,Barangay 436,Sampaloc,Manila,Metro Manila,"Barangay 436,Sampaloc,Manila,Metro Manila"
432,133906043,Barangay 437,Sampaloc,Manila,Metro Manila,"Barangay 437,Sampaloc,Manila,Metro Manila"
433,133906044,Barangay 438,Sampaloc,Manila,Metro Manila,"Barangay 438,Sampaloc,Manila,Metro Manila"
434,133906045,Barangay 439,Sampaloc,Manila,Metro Manila,"Barangay 439,Sampaloc,Manila,Metro Manila"
435,133906046,Barangay 440,Sampaloc,Manila,Metro Manila,"Barangay 440,Sampaloc,Manila,Metro Manila"
436,133906047,Barangay 441,Sampaloc,Manila,Metro Manila,"Barangay 441,Sampaloc,Manila,Metro Manila"
437,133906048,Barangay 442,Sampaloc,Manila,Metro Manila,"Barangay 442,Sampaloc,Manila,Metro Manila"
438,133906049,Barangay 443,Sampaloc,Manila,Metro Manila,"Barangay 443,Sampaloc,Manila,Metro Manila"
439,133906050,Barangay 444,Sampaloc,Manila,Metro Manila,"Barangay 444,Sampaloc,Manila,Metro Manila"
440,133906051,Barangay 445,Sampaloc,Manila,Metro Manila,"Barangay 445,Sampaloc,Manila,Metro Manila"
441,133906052,Barangay 446,Sampaloc,Manila,Metro Manila,"Barangay 446,Sampaloc,Manila,Metro Manila"
442,133906053,Barangay 447,Sampaloc,Manila,Metro Manila,"Barangay 447,Sampaloc,Manila,Metro Manila"
443,133906054,Barangay 448,Sampaloc,Manila,Metro Manila,"Barangay 448,Sampaloc,Manila,Metro Manila"
444,133906055,Barangay 449,Sampaloc,Manila,Metro Manila,"Barangay 449,Sampaloc,Manila,Metro Manila"
445,133906056,Barangay 450,Sampaloc,Manila,Metro Manila,"Barangay 450,Sampaloc,Manila,Metro Manila"
446,133906057,Barangay 451,Sampaloc,Manila,Metro Manila,"Barangay 451,Sampaloc,Manila,Metro Manila"
447,133906058,Barangay 452,Sampaloc,Manila,Metro Manila,"Barangay 452,Sampaloc,Manila,Metro Manila"
448,133906059,Barangay 453,Sampaloc,Manila,Metro Manila,"Barangay 453,Sampaloc,Manila,Metro Manila"
449,133906060,Barangay 454,Sampaloc,Manila,Metro Manila,"Barangay 454,Sampaloc,Manila,Metro Manila"
450,133906061,Barangay 455,Sampaloc,Manila,Metro Manila,"Barangay 455,Sampaloc,Manila,Metro Manila"
451,133906062,Barangay 456,Sampaloc,Manila,Metro Manila,"Barangay 456,Sampaloc,Manila,Metro Manila"
452,133906063,Barangay 457,Sampaloc,Manila,Metro Manila,"Barangay 457,Sampaloc,Manila,Metro Manila"
453,133906064,Barangay 458,Sampaloc,Manila,Metro Manila,"Barangay 458,Sampaloc,Manila,Metro Manila"
454,133906065,Barangay 459,Sampaloc,Manila,Metro Manila,"Barangay 459,Sampaloc,Manila,Metro Manila"
455,133906066,Barangay 460,Sampaloc,Manila,Metro Manila,"Barangay 460,Sampaloc,Manila,Metro Manila"
456,133906067,Barangay 461,Sampaloc,Manila,Metro Manila,"Barangay 461,Sampaloc,Manila,Metro Manila"
457,133906068,Barangay 462,Sampaloc,Manila,Metro Manila,"Barangay 462,Sampaloc,Manila,Metro Manila"
458,133906069,Barangay 463,Sampaloc,Manila,Metro Manila,"Barangay 463,Sampaloc,Manila,Metro Manila"
459,133906070,Barangay 464,Sampaloc,Manila,Metro Manila,"Barangay 464,Sampaloc,Manila,Metro Manila"
460,133906071,Barangay 465,Sampaloc,Manila,Metro Manila,"Barangay 465,Sampaloc,Manila,Metro Manila"
461,133906072,Barangay 466,Sampaloc,Manila,Metro Manila,"Barangay 466,Sampaloc,Manila,Metro Manila"
462,133906073,Barangay 467,Sampaloc,Manila,Metro Manila,"Barangay 467,Sampaloc,Manila,Metro Manila"
463,133906074,Barangay 468,Sampaloc,Manila,Metro Manila,"Barangay 468,Sampaloc,Manila,Metro Manila"
464,133906075,Barangay 469,Sampaloc,Manila,Metro Manila,"Barangay 469,Sampaloc,Manila,Metro Manila"
465,133906076,Barangay 470,Sampaloc,Manila,Metro Manila,"Barangay 470,Sampaloc,Manila,Metro Manila"
466,133906077,Barangay 471,Sampaloc,Manila,Metro Manila,"Barangay 471,Sampaloc,Manila,Metro Manila"
467,133906078,Barangay 472,Sampaloc,Manila,Metro Manila,"Barangay 472,Sampaloc,Manila,Metro Manila"
468,133906079,Barangay 473,Sampaloc,Manila,Metro Manila,"Barangay 473,Sampaloc,Manila,Metro Manila"
469,133906080,Barangay 474,Sampaloc,Manila,Metro Manila,"Barangay 474,Sampaloc,Manila,Metro Manila"
470,133906081,Barangay 475,Sampaloc,Manila,Metro Manila,"Barangay 475,Sampaloc,Manila,Metro Manila"
471,133906082,Barangay 476,Sampaloc,Manila,Metro Manila,"Barangay 476,Sampaloc,Manila,Metro Manila"
472,133906083,Barangay 477,Sampaloc,Manila,Metro Manila,"Barangay 477,Sampaloc,Manila,Metro Manila"
473,133906084,Barangay 478,Sampaloc,Manila,Metro Manila,"Barangay 478,Sampaloc,Manila,Metro Manila"
474,133906085,Barangay 479,Sampaloc,Manila,Metro Manila,"Barangay 479,Sampaloc,Manila,Metro Manila"
475,133906086,Barangay 480,Sampaloc,Manila,Metro Manila,"Barangay 480,Sampaloc,Manila,Metro Manila"
476,133906087,Barangay 481,Sampaloc,Manila,Metro Manila,"Barangay 481,Sampaloc,Manila,Metro Manila"
477,133906088,Barangay 482,Sampaloc,Manila,Metro Manila,"Barangay 482,Sampaloc,Manila,Metro Manila"
478,133906089,Barangay 483,Sampaloc,Manila,Metro Manila,"Barangay 483,Sampaloc,Manila,Metro Manila"
479,133906090,Barangay 484,Sampaloc,Manila,Metro Manila,"Barangay 484,Sampaloc,Manila,Metro Manila"
480,133906091,Barangay 485,Sampaloc,Manila,Metro Manila,"Barangay 485,Sampaloc,Manila,Metro Manila"
481,133906092,Barangay 486,Sampaloc,Manila,Metro Manila,"Barangay 486,Sampaloc,Manila,Metro Manila"
482,133906093,Barangay 487,Sampaloc,Manila,Metro Manila,"Barangay 487,Sampaloc,Manila,Metro Manila"
483,133906094,Barangay 488,Sampaloc,Manila,Metro Manila,"Barangay 488,Sampaloc,Manila,Metro Manila"
484,133906095,Barangay 489,Sampaloc,Manila,Metro Manila,"Barangay 489,Sampaloc,Manila,Metro Manila"
485,133906096,Barangay 490,Sampaloc,Manila,Metro Manila,"Barangay 490,Sampaloc,Manila,Metro Manila"
486,133906097,Barangay 491,Sampaloc,Manila,Metro Manila,"Barangay 491,Sampaloc,Manila,Metro Manila"
487,133906098,Barangay 492,Sampaloc,Manila,Metro Manila,"Barangay 492,Sampaloc,Manila,Metro Manila"
488,133906099,Barangay 493,Sampaloc,Manila,Metro Manila,"Barangay 493,Sampaloc,Manila,Metro Manila"
489,133906100,Barangay 494,Sampaloc,Manila,Metro Manila,"Barangay 494,Sampaloc,Manila,Metro Manila"
490,133906101,Barangay 495,Sampaloc,Manila,Metro Manila,"Barangay 495,Sampaloc,Manila,Metro Manila"
491,133906102,Barangay 496,Sampaloc,Manila,Metro Manila,"Barangay 496,Sampaloc,Manila,Metro Manila"
492,133906103,Barangay 497,Sampaloc,Manila,Metro Manila,"Barangay 497,Sampaloc,Manila,Metro Manila"
493,133906104,Barangay 498,Sampaloc,Manila,Metro Manila,"Barangay 498,Sampaloc,Manila,Metro Manila"
494,133906105,Barangay 499,Sampaloc,Manila,Metro Manila,"Barangay 499,Sampaloc,Manila,Metro Manila"
495,133906106,Barangay 500,Sampaloc,Manila,Metro Manila,"Barangay 500,Sampaloc,Manila,Metro Manila"
496,133906107,Barangay 501,Sampaloc,Manila,Metro Manila,"Barangay 501,Sampaloc,Manila,Metro Manila"
497,133906108,Barangay 502,Sampaloc,Manila,Metro Manila,"Barangay 502,Sampaloc,Manila,Metro Manila"
498,133906109,Barangay 503,Sampaloc,Manila,Metro Manila,"Barangay 503,Sampaloc,Manila,Metro Manila"
